Source File,Public ID,Organization,Availability,System Name,CPU,Processors per node,Total Processors,GPU,GPU Raw,GPU Form Factor,GPU Memory,Accelerator Model Name,Total Accelerators,Division/Power,# of Nodes,Accelerators per node,Benchmark,Benchmark Model,Scenario,Metric,Value
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,RNN-T,Server,queries/s,43388.3
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,RNN-T,Server,System Watts,1294.01
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,SSD-Large,Offline,samples/s,3307.43
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,SSD-Large,Offline,System Watts,1240.46
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,SSD-Large,Server,queries/s,3077.88
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,SSD-Large,Server,System Watts,1231.25
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.0,Offline,samples/s,11305.6
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.0,Offline,System Watts,1439.02
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.0,Server,queries/s,10793.5
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.0,Server,System Watts,1486.39
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.9,Offline,samples/s,5254.36
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.9,Offline,System Watts,1294.43
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.9,Server,queries/s,4797.61
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.9,Server,System Watts,1309.15
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,ResNet,Offline,samples/s,337433.0
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,ResNet,Offline,System Watts,1605.89
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,ResNet,Server,queries/s,273027.0
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,ResNet,Server,System Watts,1404.18
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,SSD-Large,Offline,samples/s,6822.0
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,SSD-Large,Offline,System Watts,1667.38
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,SSD-Large,Server,queries/s,6098.2
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,SSD-Large,Server,System Watts,1581.31
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,samples/s,5049.7
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,System Watts,593.68
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.0,Server,queries/s,4697.46
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.0,Server,System Watts,575.0
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,samples/s,2335.47
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,System Watts,547.81
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.9,Server,queries/s,2098.48
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.9,Server,System Watts,525.55
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,ResNet,Offline,samples/s,155761.0
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,ResNet,Offline,System Watts,677.23
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,ResNet,Server,queries/s,150999.0
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,ResNet,Server,System Watts,663.07
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,SSD-Large,Offline,samples/s,3110.26
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,SSD-Large,Offline,System Watts,640.99
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,SSD-Large,Server,queries/s,2997.58
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,SSD-Large,Server,System Watts,629.19
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.0,Offline,samples/s,245.35
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.0,Offline,System Watts,284.69
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.0,Server,queries/s,149.67
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.0,Server,System Watts,248.59
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.9,Offline,samples/s,118.22
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.9,Offline,System Watts,282.39
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.9,Server,queries/s,59.87
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.9,Server,System Watts,212.16
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.0,Offline,samples/s,22172.1
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.0,Offline,System Watts,275.16
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.0,Server,queries/s,19986.2
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.0,Server,System Watts,265.37
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.9,Offline,samples/s,22172.1
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.9,Offline,System Watts,275.16
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.9,Server,queries/s,19986.2
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.9,Server,System Watts,265.37
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,ResNet,Offline,samples/s,3091.84
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,ResNet,Offline,System Watts,266.94
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,ResNet,Server,queries/s,2631.3
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,ResNet,Server,System Watts,252.95
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,RNN-T,Offline,samples/s,1166.32
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,RNN-T,Offline,System Watts,292.9
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,RNN-T,Server,queries/s,649.99
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,RNN-T,Server,System Watts,291.71
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,3D U-Net-99.0,Offline,samples/s,10.57
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,3D U-Net-99.0,Offline,System Watts,1325.9
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,3D U-Net-99.9,Offline,samples/s,10.57
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,3D U-Net-99.9,Offline,System Watts,1325.9
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.0,Offline,samples/s,11594.1
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.0,Offline,System Watts,1579.69
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.0,Server,queries/s,10495.2
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.0,Server,System Watts,1608.97
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.9,Offline,samples/s,5475.96
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.9,Offline,System Watts,1576.28
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.9,Server,queries/s,5296.66
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.9,Server,System Watts,1771.64
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,ResNet,Offline,samples/s,131364.0
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,ResNet,Offline,System Watts,1390.99
