Source File,Public ID,Organization,Availability,System Name,CPU,Processors per node,Total Processors,GPU,GPU Raw,GPU Form Factor,GPU Memory,Accelerator Model Name,Total Accelerators,Division/Power,# of Nodes,Accelerators per node,Benchmark,Benchmark Model,Scenario,Metric,Value
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,BERT-99.9,Server,queries/s,4301.74
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,BERT-99.9,Server,System Watts,1263.32
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.0,Offline,samples/s,987260.0
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.0,Offline,System Watts,1254.99
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.0,Server,queries/s,890424.0
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.0,Server,System Watts,1324.68
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.9,Offline,samples/s,987260.0
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.9,Offline,System Watts,1254.99
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.9,Server,queries/s,890424.0
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.9,Server,System Watts,1324.68
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,ResNet,Offline,samples/s,125232.0
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,ResNet,Offline,System Watts,1129.2
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,ResNet,Server,queries/s,107013.0
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,ResNet,Server,System Watts,1129.55
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,RNN-T,Offline,samples/s,44494.9
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,RNN-T,Offline,System Watts,1180.32
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,RNN-T,Server,queries/s,43406.1
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,RNN-T,Server,System Watts,1293.8
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,SSD-Large,Offline,samples/s,3295.44
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,SSD-Large,Offline,System Watts,1245.22
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,SSD-Large,Server,queries/s,3082.76
Table - Inference (1).csv,1.1-051,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,SSD-Large,Server,System Watts,1237.27
Table - Inference (1).csv,1.1-056,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,ResNet,Offline,samples/s,342011.0
Table - Inference (1).csv,1.1-056,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,ResNet,Offline,System Watts,1844.48
Table - Inference (1).csv,1.1-056,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,ResNet,Server,queries/s,310064.0
Table - Inference (1).csv,1.1-056,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,ResNet,Server,System Watts,1790.98
Table - Inference (1).csv,1.1-056,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,SSD-Large,Offline,samples/s,6958.41
Table - Inference (1).csv,1.1-056,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,SSD-Large,Offline,System Watts,1927.84
Table - Inference (1).csv,1.1-056,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,SSD-Large,Server,queries/s,6868.05
Table - Inference (1).csv,1.1-056,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,SSD-Large,Server,System Watts,1917.73
Table - Inference (1).csv,1.1-057,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,BERT-99.0,Offline,samples/s,10601.9
Table - Inference (1).csv,1.1-057,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,BERT-99.0,Offline,System Watts,1712.09
Table - Inference (1).csv,1.1-057,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,BERT-99.0,Server,queries/s,10303.3
Table - Inference (1).csv,1.1-057,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,BERT-99.0,Server,System Watts,1732.29
Table - Inference (1).csv,1.1-057,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,BERT-99.9,Offline,samples/s,5508.44
Table - Inference (1).csv,1.1-057,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,BERT-99.9,Offline,System Watts,1881.14
Table - Inference (1).csv,1.1-057,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,BERT-99.9,Server,queries/s,5102.64
Table - Inference (1).csv,1.1-057,Qualcomm,Available Cloud,Gigabyte G292-Z43 16x QAIC100,AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,16,Closed - Power,1,16,Inference,BERT-99.9,Server,System Watts,1819.17
Table - Inference (1).csv,1.1-058,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,ResNet,Offline,samples/s,169231.0
Table - Inference (1).csv,1.1-058,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,ResNet,Offline,System Watts,857.29
Table - Inference (1).csv,1.1-058,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,ResNet,Server,queries/s,144521.0
Table - Inference (1).csv,1.1-058,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,ResNet,Server,System Watts,812.05
Table - Inference (1).csv,1.1-058,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,SSD-Large,Offline,samples/s,3469.93
Table - Inference (1).csv,1.1-058,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,SSD-Large,Offline,System Watts,862.79
Table - Inference (1).csv,1.1-058,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,SSD-Large,Server,queries/s,3381.99
Table - Inference (1).csv,1.1-058,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,SSD-Large,Server,System Watts,840.13
Table - Inference (1).csv,1.1-059,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,samples/s,5202.88
Table - Inference (1).csv,1.1-059,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,System Watts,776.3
Table - Inference (1).csv,1.1-059,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,BERT-99.0,Server,queries/s,4902.82
Table - Inference (1).csv,1.1-059,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,BERT-99.0,Server,System Watts,765.17
Table - Inference (1).csv,1.1-059,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,samples/s,2664.14
Table - Inference (1).csv,1.1-059,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,System Watts,841.44
Table - Inference (1).csv,1.1-059,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,BERT-99.9,Server,queries/s,2250.17
Table - Inference (1).csv,1.1-059,Qualcomm,Available Cloud,Gigabyte R282-Z93 8x QAIC100,AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe HHHL,PCIe,,QUALCOMM Cloud AI 100 PCIe HHHL,8,Closed - Power,1,8,Inference,BERT-99.9,Server,System Watts,763.92
Table - Inference (2).csv,2.0-020,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,ResNet,Offline,samples/s,126205.0
Table - Inference (2).csv,2.0-020,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,ResNet,Offline,System Watts,1385.61
Table - Inference (2).csv,2.0-020,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,ResNet,Server,queries/s,117002.0
Table - Inference (2).csv,2.0-020,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,ResNet,Server,System Watts,1413.78
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.0,Offline,samples/s,244.64
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.0,Offline,System Watts,302.86
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.0,Server,queries/s,149.99
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.0,Server,System Watts,279.35
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.9,Offline,samples/s,119.57
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.9,Offline,System Watts,293.02
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.9,Server,queries/s,60.0
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.9,Server,System Watts,222.3
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.0,Offline,samples/s,22034.9
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.0,Offline,System Watts,293.3
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.0,Server,queries/s,11989.8
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.0,Server,System Watts,219.9
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.9,Offline,samples/s,22034.9
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.9,Offline,System Watts,293.3
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.9,Server,queries/s,11989.8
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.9,Server,System Watts,219.9
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,ResNet,Offline,samples/s,3012.76
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,ResNet,Offline,System Watts,281.15
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,ResNet,Server,queries/s,2342.3
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,ResNet,Server,System Watts,230.23
Table - Inference (2).csv,2.0-022,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,RNN-T,Offline,samples/s,1006.3
