Source File,Public ID,Organization,Availability,System Name,CPU,Processors per node,Total Processors,GPU,GPU Raw,GPU Form Factor,GPU Memory,Accelerator Model Name,Total Accelerators,Division/Power,# of Nodes,Accelerators per node,Benchmark,Benchmark Model,Scenario,Metric,Value,GPU Memory GB,CPU_TDP_W,GPU_TDP_W,Total CPUs,Total GPUs,Total CPU TDP,Total GPU TDP,Total TDP,Watts / CPU+GPU TDP
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.0,Offline,System Watts,2926.22,80,225,400.0,2,8,450,3200.0,3650.0,0.801704109589041
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.9,Offline,System Watts,2926.22,80,225,400.0,2,8,450,3200.0,3650.0,0.801704109589041
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,System Watts,3544.7,80,225,400.0,2,8,450,3200.0,3650.0,0.9711506849315068
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Server,System Watts,3378.76,80,225,400.0,2,8,450,3200.0,3650.0,0.9256876712328768
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,System Watts,3344.57,80,225,400.0,2,8,450,3200.0,3650.0,0.9163205479452056
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Server,System Watts,3409.61,80,225,400.0,2,8,450,3200.0,3650.0,0.9341397260273973
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-99.0,Offline,System Watts,3312.37,80,225,400.0,2,8,450,3200.0,3650.0,0.9074986301369863
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-99.0,Server,System Watts,3372.28,80,225,400.0,2,8,450,3200.0,3650.0,0.9239123287671234
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-99.9,Offline,System Watts,3312.37,80,225,400.0,2,8,450,3200.0,3650.0,0.9074986301369863
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-99.9,Server,System Watts,3372.28,80,225,400.0,2,8,450,3200.0,3650.0,0.9239123287671234
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,RNN-T,Offline,System Watts,3247.56,80,225,400.0,2,8,450,3200.0,3650.0,0.8897424657534246
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,RNN-T,Server,System Watts,3454.83,80,225,400.0,2,8,450,3200.0,3650.0,0.9465287671232877
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,ResNet,Offline,System Watts,2885.13,80,225,400.0,2,8,450,3200.0,3650.0,0.7904465753424658
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,ResNet,Server,System Watts,2910.2,80,225,400.0,2,8,450,3200.0,3650.0,0.7973150684931506
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,SSD-Large,Offline,System Watts,3109.67,80,225,400.0,2,8,450,3200.0,3650.0,0.8519643835616438
Table - Inference (2).csv,2.0-095,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,SSD-Large,Server,System Watts,3128.11,80,225,400.0,2,8,450,3200.0,3650.0,0.8570164383561644
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,3D U-Net-99.0,Offline,System Watts,1136.78,80,225,400.0,1,4,225,1600.0,1825.0,0.6228931506849315
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,3D U-Net-99.9,Offline,System Watts,1136.78,80,225,400.0,1,4,225,1600.0,1825.0,0.6228931506849315
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,BERT-99.0,Offline,System Watts,1253.53,80,225,400.0,1,4,225,1600.0,1825.0,0.6868657534246575
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,BERT-99.0,Server,System Watts,1272.19,80,225,400.0,1,4,225,1600.0,1825.0,0.6970904109589041
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,BERT-99.9,Offline,System Watts,1252.89,80,225,400.0,1,4,225,1600.0,1825.0,0.6865150684931507
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,BERT-99.9,Server,System Watts,1270.59,80,225,400.0,1,4,225,1600.0,1825.0,0.6962136986301369
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.0,Offline,System Watts,1255.04,80,225,400.0,1,4,225,1600.0,1825.0,0.6876931506849315
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.0,Server,System Watts,1340.06,80,225,400.0,1,4,225,1600.0,1825.0,0.7342794520547945
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.9,Offline,System Watts,1255.04,80,225,400.0,1,4,225,1600.0,1825.0,0.6876931506849315
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,DLRM-99.9,Server,System Watts,1340.06,80,225,400.0,1,4,225,1600.0,1825.0,0.7342794520547945
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,RNN-T,Offline,System Watts,1187.38,80,225,400.0,1,4,225,1600.0,1825.0,0.6506191780821918
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,RNN-T,Server,System Watts,1294.01,80,225,400.0,1,4,225,1600.0,1825.0,0.7090465753424657
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,ResNet,Offline,System Watts,1131.81,80,225,400.0,1,4,225,1600.0,1825.0,0.6201698630136986
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,ResNet,Server,System Watts,1131.18,80,225,400.0,1,4,225,1600.0,1825.0,0.6198246575342466
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,SSD-Large,Offline,System Watts,1240.46,80,225,400.0,1,4,225,1600.0,1825.0,0.6797041095890411
Table - Inference (2).csv,2.0-098,NVIDIA,Available Cloud,NVIDIA DGX Station A100 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,1,1,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,4,Closed - Power,1,4,Inference,SSD-Large,Server,System Watts,1231.25,80,225,400.0,1,4,225,1600.0,1825.0,0.6746575342465754
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.0,Offline,System Watts,1439.02,,225,75.0,2,18,450,1350.0,1800.0,0.7994555555555556
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.0,Server,System Watts,1486.39,,225,75.0,2,18,450,1350.0,1800.0,0.8257722222222222
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.9,Offline,System Watts,1294.43,,225,75.0,2,18,450,1350.0,1800.0,0.7191277777777778
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,BERT-99.9,Server,System Watts,1309.15,,225,75.0,2,18,450,1350.0,1800.0,0.7273055555555556
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,ResNet,Offline,System Watts,1605.89,,225,75.0,2,18,450,1350.0,1800.0,0.8921611111111112
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,ResNet,Server,System Watts,1404.18,,225,75.0,2,18,450,1350.0,1800.0,0.7801
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,SSD-Large,Offline,System Watts,1667.38,,225,75.0,2,18,450,1350.0,1800.0,0.9263222222222223
Table - Inference (2).csv,2.0-124,Qualcomm,Available Cloud,Gigabyte G292-Z43 (18x QAIC100; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,SSD-Large,Server,System Watts,1581.31,,225,75.0,2,18,450,1350.0,1800.0,0.8785055555555555
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,System Watts,593.68,,120,75.0,2,8,240,600.0,840.0,0.7067619047619047
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.0,Server,System Watts,575.0,,120,75.0,2,8,240,600.0,840.0,0.6845238095238095
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,System Watts,547.81,,120,75.0,2,8,240,600.0,840.0,0.6521547619047618
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.9,Server,System Watts,525.55,,120,75.0,2,8,240,600.0,840.0,0.6256547619047619
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,ResNet,Offline,System Watts,677.23,,120,75.0,2,8,240,600.0,840.0,0.8062261904761905
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,ResNet,Server,System Watts,663.07,,120,75.0,2,8,240,600.0,840.0,0.7893690476190477
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,SSD-Large,Offline,System Watts,640.99,,120,75.0,2,8,240,600.0,840.0,0.7630833333333333
Table - Inference (2).csv,2.0-126,Qualcomm,Available Cloud,Gigabyte R282-Z93 (8x QAIC100; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,SSD-Large,Server,System Watts,629.19,,120,75.0,2,8,240,600.0,840.0,0.7490357142857144
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.0,Offline,System Watts,284.69,,185,60.0,1,1,185,60.0,245.0,1.162
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.0,Server,System Watts,248.59,,185,60.0,1,1,185,60.0,245.0,1.0146530612244897
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.9,Offline,System Watts,282.39,,185,60.0,1,1,185,60.0,245.0,1.1526122448979592
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,BERT-99.9,Server,System Watts,212.16,,185,60.0,1,1,185,60.0,245.0,0.8659591836734694
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.0,Offline,System Watts,275.16,,185,60.0,1,1,185,60.0,245.0,1.1231020408163266
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.0,Server,System Watts,265.37,,185,60.0,1,1,185,60.0,245.0,1.0831428571428572
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.9,Offline,System Watts,275.16,,185,60.0,1,1,185,60.0,245.0,1.1231020408163266
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,DLRM-99.9,Server,System Watts,265.37,,185,60.0,1,1,185,60.0,245.0,1.0831428571428572
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,RNN-T,Offline,System Watts,292.9,,185,60.0,1,1,185,60.0,245.0,1.1955102040816326
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,RNN-T,Server,System Watts,291.71,,185,60.0,1,1,185,60.0,245.0,1.1906530612244897
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,ResNet,Offline,System Watts,266.94,,185,60.0,1,1,185,60.0,245.0,1.0895510204081633
Table - Inference (3).csv,2.1-0011,Dell,Available Cloud,Dell PowerEdge XR12 (1x A2; MaxQ; TensorRT),Intel(R) Xeon(R) Gold 6312U CPU @ 2.40GHz,1,1,NVIDIA A2,NVIDIA A2,,,NVIDIA A2,1,Closed - Power,1,1,Inference,ResNet,Server,System Watts,252.95,,185,60.0,1,1,185,60.0,245.0,1.0324489795918368
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,3D U-Net-99.0,Offline,System Watts,1325.9,80,280,400.0,2,4,560,1600.0,2160.0,0.6138425925925927
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,3D U-Net-99.9,Offline,System Watts,1325.9,80,280,400.0,2,4,560,1600.0,2160.0,0.6138425925925927
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.0,Offline,System Watts,1579.69,80,280,400.0,2,4,560,1600.0,2160.0,0.7313379629629629
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.0,Server,System Watts,1608.97,80,280,400.0,2,4,560,1600.0,2160.0,0.7448935185185185
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.9,Offline,System Watts,1576.28,80,280,400.0,2,4,560,1600.0,2160.0,0.7297592592592592
