Source File,Public ID,Organization,Availability,System Name,CPU,Processors per node,Total Processors,GPU,GPU Raw,GPU Form Factor,GPU Memory,Accelerator Model Name,Total Accelerators,Division/Power,# of Nodes,Accelerators per node,Benchmark,Benchmark Model,Scenario,Metric,Value,GPU Memory GB,CPU_TDP_W,GPU_TDP_W,Total CPUs,Total GPUs,Total CPU TDP,Total GPU TDP,Total TDP,Watts / CPU+GPU TDP
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,BERT-99.9,Server,System Watts,1771.64,80,280,400.0,2,4,560,1600.0,2160.0,0.8202037037037038
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,RNN-T,Offline,System Watts,1600.32,80,280,400.0,2,4,560,1600.0,2160.0,0.7408888888888888
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,RNN-T,Server,System Watts,1695.09,80,280,400.0,2,4,560,1600.0,2160.0,0.7847638888888888
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,ResNet,Offline,System Watts,1390.99,80,280,400.0,2,4,560,1600.0,2160.0,0.6439768518518518
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,ResNet,Server,System Watts,1464.22,80,280,400.0,2,4,560,1600.0,2160.0,0.6778796296296297
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,RetinaNet,Offline,System Watts,1506.43,80,280,400.0,2,4,560,1600.0,2160.0,0.6974212962962963
Table - Inference (3).csv,2.1-0015,Dell,Available Cloud,Dell PowerEdge XE8545 (4x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7763,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB CTS,SXM,80GB,NVIDIA A100-SXM-80GB CTS,4,Closed - Power,1,4,Inference,RetinaNet,Server,System Watts,1488.91,80,280,400.0,2,4,560,1600.0,2160.0,0.6893101851851853
Table - Inference (3).csv,2.1-0016,Dell,Available Cloud,Dell PowerEdge R7515 (4x QAIC100 Pro),AMD EPYC 7542 32-Core Processor,1,1,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,4,Closed - Power,1,4,Inference,BERT-99.0,Offline,System Watts,476.31,,225,75.0,1,4,225,300.0,525.0,0.9072571428571429
Table - Inference (3).csv,2.1-0016,Dell,Available Cloud,Dell PowerEdge R7515 (4x QAIC100 Pro),AMD EPYC 7542 32-Core Processor,1,1,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,4,Closed - Power,1,4,Inference,BERT-99.0,Server,System Watts,455.25,,225,75.0,1,4,225,300.0,525.0,0.8671428571428571
Table - Inference (3).csv,2.1-0016,Dell,Available Cloud,Dell PowerEdge R7515 (4x QAIC100 Pro),AMD EPYC 7542 32-Core Processor,1,1,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,4,Closed - Power,1,4,Inference,BERT-99.9,Offline,System Watts,433.96,,225,75.0,1,4,225,300.0,525.0,0.8265904761904761
Table - Inference (3).csv,2.1-0016,Dell,Available Cloud,Dell PowerEdge R7515 (4x QAIC100 Pro),AMD EPYC 7542 32-Core Processor,1,1,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,4,Closed - Power,1,4,Inference,BERT-99.9,Server,System Watts,434.74,,225,75.0,1,4,225,300.0,525.0,0.8280761904761905
Table - Inference (3).csv,2.1-0016,Dell,Available Cloud,Dell PowerEdge R7515 (4x QAIC100 Pro),AMD EPYC 7542 32-Core Processor,1,1,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,4,Closed - Power,1,4,Inference,ResNet,Offline,System Watts,502.15,,225,75.0,1,4,225,300.0,525.0,0.9564761904761905
Table - Inference (3).csv,2.1-0016,Dell,Available Cloud,Dell PowerEdge R7515 (4x QAIC100 Pro),AMD EPYC 7542 32-Core Processor,1,1,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,4,Closed - Power,1,4,Inference,ResNet,Server,System Watts,512.29,,225,75.0,1,4,225,300.0,525.0,0.9757904761904761
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.0,Offline,System Watts,3425.59,80,195,400.0,2,8,390,3200.0,3590.0,0.9542033426183845
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.9,Offline,System Watts,3425.59,80,195,400.0,2,8,390,3200.0,3590.0,0.9542033426183845
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,System Watts,3413.07,80,195,400.0,2,8,390,3200.0,3590.0,0.950715877437326
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Server,System Watts,3482.63,80,195,400.0,2,8,390,3200.0,3590.0,0.970091922005571
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,System Watts,3420.0,80,195,400.0,2,8,390,3200.0,3590.0,0.9526462395543176
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Server,System Watts,3478.01,80,195,400.0,2,8,390,3200.0,3590.0,0.9688050139275767
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,RNN-T,Offline,System Watts,3514.45,80,195,400.0,2,8,390,3200.0,3590.0,0.9789554317548746
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,RNN-T,Server,System Watts,3499.82,80,195,400.0,2,8,390,3200.0,3590.0,0.9748802228412257
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,ResNet,Offline,System Watts,3310.03,80,195,400.0,2,8,390,3200.0,3590.0,0.9220139275766017
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,ResNet,Server,System Watts,3244.62,80,195,400.0,2,8,390,3200.0,3590.0,0.9037938718662952
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,RetinaNet,Offline,System Watts,3341.78,80,195,400.0,2,8,390,3200.0,3590.0,0.930857938718663
Table - Inference (3).csv,2.1-0019,Fujitsu,Available Cloud,PRIMERGY GX2570M6 (8x A100-SXM-80GB; TensorRT),Intel(R) Xeon(R) Platinum 8352V CPU @ 2.10GHz,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,RetinaNet,Server,System Watts,2856.62,80,195,400.0,2,8,390,3200.0,3590.0,0.7957158774373259
Table - Inference (3).csv,2.1-0032,H3C,Available Cloud,H3C UniServer R4900 G5(3x A30; TensorRT; MaxQ),Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,2,2,NVIDIA A30,NVIDIA A30,,,NVIDIA A30,3,Closed - Power,1,3,Inference,3D U-Net-99.0,Offline,System Watts,1045.12,,270,165.0,2,3,540,495.0,1035.0,1.0097777777777777
Table - Inference (3).csv,2.1-0032,H3C,Available Cloud,H3C UniServer R4900 G5(3x A30; TensorRT; MaxQ),Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,2,2,NVIDIA A30,NVIDIA A30,,,NVIDIA A30,3,Closed - Power,1,3,Inference,3D U-Net-99.9,Offline,System Watts,1045.12,,270,165.0,2,3,540,495.0,1035.0,1.0097777777777777
Table - Inference (3).csv,2.1-0032,H3C,Available Cloud,H3C UniServer R4900 G5(3x A30; TensorRT; MaxQ),Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,2,2,NVIDIA A30,NVIDIA A30,,,NVIDIA A30,3,Closed - Power,1,3,Inference,BERT-99.0,Offline,System Watts,910.93,,270,165.0,2,3,540,495.0,1035.0,0.8801256038647343
Table - Inference (3).csv,2.1-0032,H3C,Available Cloud,H3C UniServer R4900 G5(3x A30; TensorRT; MaxQ),Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,2,2,NVIDIA A30,NVIDIA A30,,,NVIDIA A30,3,Closed - Power,1,3,Inference,BERT-99.0,Server,System Watts,911.65,,270,165.0,2,3,540,495.0,1035.0,0.8808212560386474
Table - Inference (3).csv,2.1-0032,H3C,Available Cloud,H3C UniServer R4900 G5(3x A30; TensorRT; MaxQ),Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,2,2,NVIDIA A30,NVIDIA A30,,,NVIDIA A30,3,Closed - Power,1,3,Inference,BERT-99.9,Offline,System Watts,911.17,,270,165.0,2,3,540,495.0,1035.0,0.8803574879227053
Table - Inference (3).csv,2.1-0032,H3C,Available Cloud,H3C UniServer R4900 G5(3x A30; TensorRT; MaxQ),Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,2,2,NVIDIA A30,NVIDIA A30,,,NVIDIA A30,3,Closed - Power,1,3,Inference,BERT-99.9,Server,System Watts,914.25,,270,165.0,2,3,540,495.0,1035.0,0.8833333333333333
Table - Inference (3).csv,2.1-0032,H3C,Available Cloud,H3C UniServer R4900 G5(3x A30; TensorRT; MaxQ),Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,2,2,NVIDIA A30,NVIDIA A30,,,NVIDIA A30,3,Closed - Power,1,3,Inference,RNN-T,Offline,System Watts,926.52,,270,165.0,2,3,540,495.0,1035.0,0.8951884057971015
Table - Inference (3).csv,2.1-0032,H3C,Available Cloud,H3C UniServer R4900 G5(3x A30; TensorRT; MaxQ),Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,2,2,NVIDIA A30,NVIDIA A30,,,NVIDIA A30,3,Closed - Power,1,3,Inference,RNN-T,Server,System Watts,933.42,,270,165.0,2,3,540,495.0,1035.0,0.9018550724637681
Table - Inference (3).csv,2.1-0032,H3C,Available Cloud,H3C UniServer R4900 G5(3x A30; TensorRT; MaxQ),Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,2,2,NVIDIA A30,NVIDIA A30,,,NVIDIA A30,3,Closed - Power,1,3,Inference,ResNet,Offline,System Watts,892.3,,270,165.0,2,3,540,495.0,1035.0,0.8621256038647342
Table - Inference (3).csv,2.1-0032,H3C,Available Cloud,H3C UniServer R4900 G5(3x A30; TensorRT; MaxQ),Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,2,2,NVIDIA A30,NVIDIA A30,,,NVIDIA A30,3,Closed - Power,1,3,Inference,ResNet,Server,System Watts,898.35,,270,165.0,2,3,540,495.0,1035.0,0.8679710144927536
Table - Inference (3).csv,2.1-0063,Krai,Available Cloud,Gigabyte G292-Z43 (18x QAIC100 Pro; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,ResNet,Offline,System Watts,1723.6,,225,75.0,2,18,450,1350.0,1800.0,0.9575555555555555
Table - Inference (3).csv,2.1-0063,Krai,Available Cloud,Gigabyte G292-Z43 (18x QAIC100 Pro; EE),AMD EPYC 7713 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,18,Closed - Power,1,18,Inference,ResNet,Server,System Watts,1441.88,,225,75.0,2,18,450,1350.0,1800.0,0.8010444444444446
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.0,Offline,System Watts,1795.21,80,225,300.0,2,8,450,2400.0,2850.0,0.6298982456140351
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.9,Offline,System Watts,1795.21,80,225,300.0,2,8,450,2400.0,2850.0,0.6298982456140351
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,System Watts,2546.77,80,225,300.0,2,8,450,2400.0,2850.0,0.8936035087719298
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Server,System Watts,2163.28,80,225,300.0,2,8,450,2400.0,2850.0,0.7590456140350877
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,System Watts,2553.84,80,225,300.0,2,8,450,2400.0,2850.0,0.8960842105263158
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Server,System Watts,2169.44,80,225,300.0,2,8,450,2400.0,2850.0,0.7612070175438597
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,RNN-T,Offline,System Watts,2025.31,80,225,300.0,2,8,450,2400.0,2850.0,0.7106350877192982
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,RNN-T,Server,System Watts,2213.28,80,225,300.0,2,8,450,2400.0,2850.0,0.7765894736842106
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,ResNet,Offline,System Watts,2068.3,80,225,300.0,2,8,450,2400.0,2850.0,0.7257192982456141
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,ResNet,Server,System Watts,2122.01,80,225,300.0,2,8,450,2400.0,2850.0,0.7445649122807019
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,RetinaNet,Offline,System Watts,2193.32,80,225,300.0,2,8,450,2400.0,2850.0,0.7695859649122807
Table - Inference (3).csv,2.1-0085,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x A100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA A100,NVIDIA A100-PCIe-80GB,PCIe,80GB,NVIDIA A100-PCIe-80GB,8,Closed - Power,1,8,Inference,RetinaNet,Server,System Watts,1905.24,80,225,300.0,2,8,450,2400.0,2850.0,0.6685052631578947
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.0,Offline,System Watts,2925.5,80,225,400.0,2,8,450,3200.0,3650.0,0.8015068493150685
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.9,Offline,System Watts,2925.5,80,225,400.0,2,8,450,3200.0,3650.0,0.8015068493150685
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,System Watts,3336.28,80,225,400.0,2,8,450,3200.0,3650.0,0.9140493150684932
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Server,System Watts,3378.12,80,225,400.0,2,8,450,3200.0,3650.0,0.9255123287671233
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,System Watts,3344.61,80,225,400.0,2,8,450,3200.0,3650.0,0.9163315068493151
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Server,System Watts,3416.23,80,225,400.0,2,8,450,3200.0,3650.0,0.9359534246575343
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-99.0,Offline,System Watts,3316.51,80,225,400.0,2,8,450,3200.0,3650.0,0.9086328767123288
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-99.0,Server,System Watts,3377.7,80,225,400.0,2,8,450,3200.0,3650.0,0.9253972602739725
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-99.9,Offline,System Watts,3316.51,80,225,400.0,2,8,450,3200.0,3650.0,0.9086328767123288
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-99.9,Server,System Watts,3377.7,80,225,400.0,2,8,450,3200.0,3650.0,0.9253972602739725
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,RNN-T,Offline,System Watts,3041.09,80,225,400.0,2,8,450,3200.0,3650.0,0.8331753424657534
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,RNN-T,Server,System Watts,3458.93,80,225,400.0,2,8,450,3200.0,3650.0,0.9476520547945205
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,ResNet,Offline,System Watts,3082.27,80,225,400.0,2,8,450,3200.0,3650.0,0.8444575342465753
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,ResNet,Server,System Watts,2902.1,80,225,400.0,2,8,450,3200.0,3650.0,0.7950958904109588
Table - Inference (3).csv,2.1-0089,NVIDIA,Available Cloud,NVIDIA DGX A100 (8x A100-SXM-80GB; MaxQ; TensorRT),AMD EPYC 7742,2,2,NVIDIA A100,NVIDIA A100-SXM-80GB,SXM,80GB,NVIDIA A100-SXM-80GB,8,Closed - Power,1,8,Inference,RetinaNet,Offline,System Watts,3112.23,80,225,400.0,2,8,450,3200.0,3650.0,0.8526657534246576
