Geography,Region Name,Region,Availability Zone,Modified Date Time,Instance Price
US,US East (Virginia),us-east-1,us-east-1d,4/4/2024 18:54,0.0805
US,US East (Virginia),us-east-1,us-east-1c,4/5/2024 7:02,0.0806
US,US East (Virginia),us-east-1,us-east-1d,4/5/2024 10:17,0.0806
US,US East (Virginia),us-east-1,us-east-1a,4/5/2024 11:18,0.0806
US,US East (Virginia),us-east-1,us-east-1b,4/5/2024 14:34,0.0807
US,US East (Virginia),us-east-1,us-east-1c,4/5/2024 16:47,0.0807
US,US East (Virginia),us-east-1,us-east-1a,4/5/2024 18:02,0.0807
US,US East (Virginia),us-east-1,us-east-1d,4/5/2024 19:02,0.0807
US,US East (Virginia),us-east-1,us-east-1c,4/5/2024 20:17,0.0809
US,US East (Virginia),us-east-1,us-east-1a,4/5/2024 22:04,0.0808
US,US East (Virginia),us-east-1,us-east-1b,4/6/2024 0:02,0.0809
US,US East (Virginia),us-east-1,us-east-1c,4/6/2024 1:49,0.081
US,US East (Virginia),us-east-1,us-east-1d,4/6/2024 2:32,0.0808
US,US East (Virginia),us-east-1,us-east-1a,4/6/2024 3:47,0.0809
US,US East (Virginia),us-east-1,us-east-1a,4/6/2024 7:47,0.081
US,US East (Virginia),us-east-1,us-east-1d,4/6/2024 11:02,0.081
US,US East (Virginia),us-east-1,us-east-1c,4/6/2024 11:17,0.0811
US,US East (Virginia),us-east-1,us-east-1b,4/6/2024 12:47,0.081
US,US East (Virginia),us-east-1,us-east-1a,4/6/2024 13:02,0.0811
US,US East (Virginia),us-east-1,us-east-1c,4/6/2024 19:33,0.0812
US,US East (Virginia),us-east-1,us-east-1a,4/6/2024 21:47,0.0813
US,US East (Virginia),us-east-1,us-east-1d,4/7/2024 3:02,0.0811
US,US East (Virginia),us-east-1,us-east-1c,4/7/2024 4:17,0.0813
US,US East (Virginia),us-east-1,us-east-1a,4/7/2024 5:32,0.0814
US,US East (Virginia),us-east-1,us-east-1b,4/7/2024 8:32,0.0811
US,US East (Virginia),us-east-1,us-east-1a,4/7/2024 9:17,0.0815
US,US East (Virginia),us-east-1,us-east-1c,4/7/2024 9:47,0.0815
US,US East (Virginia),us-east-1,us-east-1d,4/7/2024 11:17,0.0813
US,US East (Virginia),us-east-1,us-east-1c,4/7/2024 15:32,0.0816
US,US East (Virginia),us-east-1,us-east-1d,4/7/2024 16:17,0.0815
US,US East (Virginia),us-east-1,us-east-1b,4/7/2024 16:32,0.0812
US,US East (Virginia),us-east-1,us-east-1a,4/7/2024 17:02,0.0817
US,US East (Virginia),us-east-1,us-east-1d,4/8/2024 0:17,0.0816
US,US East (Virginia),us-east-1,us-east-1a,4/8/2024 3:32,0.0818
US,US East (Virginia),us-east-1,us-east-1b,4/8/2024 3:47,0.0813
US,US East (Virginia),us-east-1,us-east-1c,4/8/2024 4:17,0.0818
US,US East (Virginia),us-east-1,us-east-1c,4/8/2024 9:32,0.0819
US,US East (Virginia),us-east-1,us-east-1a,4/8/2024 14:32,0.082
US,US East (Virginia),us-east-1,us-east-1c,4/8/2024 15:03,0.082
US,US East (Virginia),us-east-1,us-east-1d,4/8/2024 17:18,0.0818
US,US East (Virginia),us-east-1,us-east-1c,4/8/2024 18:32,0.0824
