API Name,GPU model,Physical Processor,GPUs,vCPUs,On Demand Filled,gpu_model_clean,cpu_model_clean,gpu_count,vcpu_count,price_usd_per_hour,gpu_tdp_w_per_gpu,gpu_power_w_per_gpu_at_util,total_gpu_power_w,cpu_tdp_w_package,threads_per_package,cpu_tdp_w_per_vcpu,cpu_power_w_per_vcpu_at_util,total_cpu_power_w,total_power_w,total_power_mw,voll_usd_per_mwh,gpu_mapping_status,cpu_mapping_status,cpu_source_type,cpu_source_name,cpu_source_note
gr6.8xlarge,NVIDIA L4,AMD EPYC 7R13 Processor,1.0,32 vCPUs,2.4464,L4,AMD EPYC 7R13 Processor,1.0,32.0,2.4464,72,64.8,64.8,280.0,96.0,2.9166666666666665,1.4583333333333333,46.666666666666664,111.46666666666667,0.00011146666666666667,21947.36842105263,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.
gr6f.4xlarge,NVIDIA L4,AMD EPYC 7R13 Processor,0.5,16 vCPUs,1.066,L4,AMD EPYC 7R13 Processor,0.5,16.0,1.066,72,64.8,32.4,280.0,96.0,2.9166666666666665,1.4583333333333333,23.333333333333332,55.733333333333334,5.573333333333334e-05,19126.794258373204,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.
inf1.24xlarge,AWS Inferentia,Intel Xeon Platinum 8275CL (Cascade Lake),16.0,96 vCPUs,4.721,Inf1,Intel Xeon Platinum 8275CL (Cascade Lake),16.0,96.0,4.721,75,67.5,1080.0,210.0,48.0,4.375,2.1875,210.0,1290.0,0.00129,3659.6899224806207,resolved,resolved,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,Custom AWS SKU; inferred from common reference sites.
inf1.2xlarge,AWS Inferentia,Intel Xeon Platinum 8275CL (Cascade Lake),1.0,8 vCPUs,0.362,Inf1,Intel Xeon Platinum 8275CL (Cascade Lake),1.0,8.0,0.362,75,67.5,67.5,210.0,48.0,4.375,2.1875,17.5,85.0,8.5e-05,4258.823529411764,resolved,resolved,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,Custom AWS SKU; inferred from common reference sites.
inf1.6xlarge,AWS Inferentia,Intel Xeon Platinum 8275CL (Cascade Lake),4.0,24 vCPUs,1.18,Inf1,Intel Xeon Platinum 8275CL (Cascade Lake),4.0,24.0,1.18,75,67.5,270.0,210.0,48.0,4.375,2.1875,52.5,322.5,0.0003225,3658.914728682171,resolved,resolved,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,Custom AWS SKU; inferred from common reference sites.
inf1.xlarge,AWS Inferentia,Intel Xeon Platinum 8275CL (Cascade Lake),1.0,4 vCPUs,0.228,Inf1,Intel Xeon Platinum 8275CL (Cascade Lake),1.0,4.0,0.228,75,67.5,67.5,210.0,48.0,4.375,2.1875,8.75,76.25,7.625e-05,2990.16393442623,resolved,resolved,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,Custom AWS SKU; inferred from common reference sites.
inf2.24xlarge,AWS Inferentia2,AMD EPYC 7R13 Processor,6.0,96 vCPUs,6.4906,Inf2,AMD EPYC 7R13 Processor,6.0,96.0,6.4906,100,90.0,540.0,280.0,96.0,2.9166666666666665,1.4583333333333333,140.0,680.0,0.00068,9544.999999999998,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.
inf2.48xlarge,AWS Inferentia2,AMD EPYC 7R13 Processor,12.0,192 vCPUs,12.9813,Inf2,AMD EPYC 7R13 Processor,12.0,192.0,12.9813,100,90.0,1080.0,280.0,96.0,2.9166666666666665,1.4583333333333333,280.0,1360.0,0.00136,9545.073529411764,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.
inf2.8xlarge,AWS Inferentia2,AMD EPYC 7R13 Processor,1.0,32 vCPUs,1.9679,Inf2,AMD EPYC 7R13 Processor,1.0,32.0,1.9679,100,90.0,90.0,280.0,96.0,2.9166666666666665,1.4583333333333333,46.666666666666664,136.66666666666666,0.00013666666666666666,14399.268292682927,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.
inf2.xlarge,AWS Inferentia2,AMD EPYC 7R13 Processor,1.0,4 vCPUs,0.7582,Inf2,AMD EPYC 7R13 Processor,1.0,4.0,0.7582,100,90.0,90.0,280.0,96.0,2.9166666666666665,1.4583333333333333,5.833333333333333,95.83333333333333,9.583333333333332e-05,7911.652173913044,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.
p2.16xlarge,NVIDIA Tesla K80,Intel Xeon E5-2686 v4 (Broadwell),8.0,64 vCPUs,14.4,K80,Intel Xeon E5-2686 v4 (Broadwell),8.0,64.0,14.4,300,270.0,2160.0,145.0,36.0,4.027777777777778,2.013888888888889,128.88888888888889,2288.8888888888887,0.0022888888888888885,6291.262135922331,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.
p2.8xlarge,NVIDIA Tesla K80,Intel Xeon E5-2686 v4 (Broadwell),4.0,32 vCPUs,7.2,K80,Intel Xeon E5-2686 v4 (Broadwell),4.0,32.0,7.2,300,270.0,1080.0,145.0,36.0,4.027777777777778,2.013888888888889,64.44444444444444,1144.4444444444443,0.0011444444444444442,6291.262135922331,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.
p2.xlarge,NVIDIA Tesla K80,Intel Xeon E5-2686 v4 (Broadwell),1.0,4 vCPUs,0.9,K80,Intel Xeon E5-2686 v4 (Broadwell),1.0,4.0,0.9,300,270.0,270.0,145.0,36.0,4.027777777777778,2.013888888888889,8.055555555555555,278.05555555555554,0.00027805555555555553,3236.7632367632373,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.
p3.16xlarge,NVIDIA Tesla V100,Intel Xeon E5-2686 v4 (Broadwell),8.0,64 vCPUs,24.48,V100,Intel Xeon E5-2686 v4 (Broadwell),8.0,64.0,24.48,300,270.0,2160.0,145.0,36.0,4.027777777777778,2.013888888888889,128.88888888888889,2288.8888888888887,0.0022888888888888885,10695.145631067964,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.
p3.2xlarge,NVIDIA Tesla V100,Intel Xeon E5-2686 v4 (Broadwell),1.0,8 vCPUs,3.06,V100,Intel Xeon E5-2686 v4 (Broadwell),1.0,8.0,3.06,300,270.0,270.0,145.0,36.0,4.027777777777778,2.013888888888889,16.11111111111111,286.1111111111111,0.00028611111111111106,10695.145631067964,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.
p3.8xlarge,NVIDIA Tesla V100,Intel Xeon E5-2686 v4 (Broadwell),4.0,32 vCPUs,12.24,V100,Intel Xeon E5-2686 v4 (Broadwell),4.0,32.0,12.24,300,270.0,1080.0,145.0,36.0,4.027777777777778,2.013888888888889,64.44444444444444,1144.4444444444443,0.0011444444444444442,10695.145631067964,resolved,resolved,benchmark_proxy,Closest Broadwell Xeon benchmark/reference listings,AWS-associated custom part; Direct vendor value.
p3dn.24xlarge,NVIDIA Tesla V100,Intel Xeon Platinum 8175 (Skylake),8.0,96 vCPUs,31.212,V100,Intel Xeon Platinum 8175 (Skylake),8.0,96.0,31.212,300,270.0,2160.0,240.0,48.0,5.0,2.5,240.0,2400.0,0.0024,13005.000000000002,resolved,resolved,benchmark_proxy,Closest Skylake Xeon benchmark/reference listings,Proxy package TDP from common reference sources of 8175M.
p4d.24xlarge,NVIDIA A100,Intel Xeon Platinum 8275L,8.0,96 vCPUs,21.9576,A100,Intel Xeon Platinum 8275L,8.0,96.0,21.9576,400,360.0,2880.0,165.0,48.0,3.4375,1.71875,165.0,3045.0,0.003045,7211.0344827586205,resolved,resolved,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,No clean public Intel datasheet for exact AWS context; proxy used.
p4de.24xlarge,NVIDIA A100,Intel Xeon Platinum 8275L,8.0,96 vCPUs,27.4471,A100,Intel Xeon Platinum 8275L,8.0,96.0,27.4471,400,360.0,2880.0,165.0,48.0,3.4375,1.71875,165.0,3045.0,0.003045,9013.825944170772,resolved,resolved,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,No clean public Intel datasheet for exact AWS context; proxy used.
p5.48xlarge,NVIDIA H100,AMD EPYC 7R13 Processor,8.0,192 vCPUs,55.04,H100,AMD EPYC 7R13 Processor,8.0,192.0,55.04,700,630.0,5040.0,280.0,96.0,2.9166666666666665,1.4583333333333333,280.0,5320.0,0.00532,10345.864661654135,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.
p5.4xlarge,NVIDIA H100,AMD EPYC 7R13 Processor,1.0,16 vCPUs,6.88,H100,AMD EPYC 7R13 Processor,1.0,16.0,6.88,700,630.0,630.0,280.0,96.0,2.9166666666666665,1.4583333333333333,23.333333333333332,653.3333333333334,0.0006533333333333333,10530.612244897959,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.
p5e.48xlarge,NVIDIA H200,AMD EPYC 7R13 Processor,8.0,192 vCPUs,1.8432,H200,AMD EPYC 7R13 Processor,8.0,192.0,1.8432,700,630.0,5040.0,280.0,96.0,2.9166666666666665,1.4583333333333333,280.0,5320.0,0.00532,346.4661654135338,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.
p5en.48xlarge,NVIDIA H200,Intel Xeon Scalable (Sapphire Rapids),8.0,192 vCPUs,63.296,H200,Intel Xeon Scalable (Sapphire Rapids),8.0,192.0,63.296,700,630.0,5040.0,205.0,64.0,3.203125,1.6015625,307.5,5347.5,0.0053475,11836.559139784946,resolved,resolved,family_proxy,Representative Sapphire Rapids Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.
p6-b200.48xlarge,NVIDIA B200,Intel Xeon Scalable (Emerald Rapids),8.0,192 vCPUs,113.9328,B200,Intel Xeon Scalable (Emerald Rapids),8.0,192.0,113.9328,1000,900.0,7200.0,350.0,96.0,3.6458333333333335,1.8229166666666667,350.0,7550.0,0.00755,15090.437086092714,resolved,resolved,family_proxy,Representative Emerald Rapids Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.
p6-b300.48xlarge,NVIDIA B300,Intel Xeon Scalable (Emerald Rapids),8.0,192 vCPUs,142.416,B300,Intel Xeon Scalable (Emerald Rapids),8.0,192.0,142.416,1100,990.0,7920.0,350.0,96.0,3.6458333333333335,1.8229166666666667,350.0,8270.0,0.00827,17220.79806529625,resolved,resolved,family_proxy,Representative Emerald Rapids Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.
p6e-gb200.36xlarge,NVIDIA B200,NVIDIA Grace,36.0,144 vCPUs,,B200,NVIDIA Grace,36.0,144.0,,1000,900.0,32400.0,500.0,72.0,6.944444444444445,3.4722222222222223,500.0,32900.0,0.0329,,resolved,resolved,official_vendor_spec,NVIDIA Grace CPU Superchip product architecture/specs,Direct vendor value.
trn1.2xlarge,AWS Inferentia,Intel Xeon Scalable (Icelake),1.0,8 vCPUs,1.3438,Inf1,Intel Xeon Scalable (Icelake),1.0,8.0,1.3438,75,67.5,67.5,270.0,64.0,4.21875,2.109375,16.875,84.375,8.4375e-05,15926.518518518518,resolved,resolved,family_proxy,Representative Ice Lake Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.
trn1.32xlarge,AWS Inferentia,Intel Xeon Scalable (Icelake),16.0,128 vCPUs,21.5,Inf1,Intel Xeon Scalable (Icelake),16.0,128.0,21.5,75,67.5,1080.0,270.0,64.0,4.21875,2.109375,270.0,1350.0,0.00135,15925.925925925925,resolved,resolved,family_proxy,Representative Ice Lake Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.
trn1n.32xlarge,AWS Inferentia,Intel Xeon Scalable (Icelake),16.0,128 vCPUs,24.78,Inf1,Intel Xeon Scalable (Icelake),16.0,128.0,24.78,75,67.5,1080.0,270.0,64.0,4.21875,2.109375,270.0,1350.0,0.00135,18355.555555555555,resolved,resolved,family_proxy,Representative Ice Lake Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.
trn2.48xlarge,AWS Trainium2,Intel Xeon Scalable (Sapphire Rapids),16.0,192 vCPUs,0.125,AWST2,Intel Xeon Scalable (Sapphire Rapids),16.0,192.0,0.125,500,450.0,7200.0,205.0,64.0,3.203125,1.6015625,307.5,7507.5,0.0075075,16.65001665001665,resolved,resolved,family_proxy,Representative Sapphire Rapids Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.
