instance_type,GPU model,Physical Processor,GPUs,vCPUs,Instance Memory,Instance Storage,On Demand Filled,Linux Reserved cost Filled,Linux Spot Average cost Filled,gpu_model_clean,cpu_model_clean,gpu_count,vcpu_count,memory_gib,price_usd_per_hour,reserved_price_usd_per_hour,spot_price_usd_per_hour,gpu_tdp_w_per_gpu,cpu_tdp_w_package,threads_per_package,cpu_tdp_w_per_vcpu,storage_is_local_ssd,storage_total_gb,storage_total_tb,storage_drive_count_explicit,proxy_model,proxy_capacity_gb,estimated_drive_count,estimated_per_drive_gb,idle_w_per_tb,active_w_per_tb,ssd_idle_w_per_tb,ssd_active_w_per_tb,idle_w,active_w,ssd_idle_w_total,ssd_active_w_total,ram_idle_w_total,ram_active_w_total,cpu_mapping_status,gpu_mapping_status,cpu_source_type,cpu_source_name,cpu_source_note,source_type,source_note,price_usd_per_hour_custom,price_usd_per_hour_hi,price_usd_per_hour_inf_median,price_usd_per_hour_inf_p10,price_usd_per_hour_inf_p90,price_usd_per_hour_lo,price_usd_per_hour_mid,price_usd_per_hour_trng_median,price_usd_per_hour_trng_p10,price_usd_per_hour_trng_p90,reserved_price_usd_per_hour_custom,reserved_price_usd_per_hour_hi,reserved_price_usd_per_hour_inf_median,reserved_price_usd_per_hour_inf_p10,reserved_price_usd_per_hour_inf_p90,reserved_price_usd_per_hour_lo,reserved_price_usd_per_hour_mid,reserved_price_usd_per_hour_trng_median,reserved_price_usd_per_hour_trng_p10,reserved_price_usd_per_hour_trng_p90,spot_price_usd_per_hour_custom,spot_price_usd_per_hour_hi,spot_price_usd_per_hour_inf_median,spot_price_usd_per_hour_inf_p10,spot_price_usd_per_hour_inf_p90,spot_price_usd_per_hour_lo,spot_price_usd_per_hour_mid,spot_price_usd_per_hour_trng_median,spot_price_usd_per_hour_trng_p10,spot_price_usd_per_hour_trng_p90,cpu_utilization_custom,cpu_utilization_hi,cpu_utilization_inf_median,cpu_utilization_inf_p10,cpu_utilization_inf_p90,cpu_utilization_lo,cpu_utilization_mid,cpu_utilization_trng_median,cpu_utilization_trng_p10,cpu_utilization_trng_p90,gpu_utilization_custom,gpu_utilization_hi,gpu_utilization_inf_median,gpu_utilization_inf_p10,gpu_utilization_inf_p90,gpu_utilization_lo,gpu_utilization_mid,gpu_utilization_trng_median,gpu_utilization_trng_p10,gpu_utilization_trng_p90,total_cpu_power_w_custom,total_cpu_power_w_hi,total_cpu_power_w_inf_median,total_cpu_power_w_inf_p10,total_cpu_power_w_inf_p90,total_cpu_power_w_lo,total_cpu_power_w_mid,total_cpu_power_w_trng_median,total_cpu_power_w_trng_p10,total_cpu_power_w_trng_p90,total_gpu_power_w_custom,total_gpu_power_w_hi,total_gpu_power_w_inf_median,total_gpu_power_w_inf_p10,total_gpu_power_w_inf_p90,total_gpu_power_w_lo,total_gpu_power_w_mid,total_gpu_power_w_trng_median,total_gpu_power_w_trng_p10,total_gpu_power_w_trng_p90,total_ram_power_w_custom,total_ram_power_w_hi,total_ram_power_w_inf_median,total_ram_power_w_inf_p10,total_ram_power_w_inf_p90,total_ram_power_w_lo,total_ram_power_w_mid,total_ram_power_w_trng_median,total_ram_power_w_trng_p10,total_ram_power_w_trng_p90,total_ssd_power_w_custom,total_ssd_power_w_hi,total_ssd_power_w_inf_median,total_ssd_power_w_inf_p10,total_ssd_power_w_inf_p90,total_ssd_power_w_lo,total_ssd_power_w_mid,total_ssd_power_w_trng_median,total_ssd_power_w_trng_p10,total_ssd_power_w_trng_p90,other_components_power_w_custom,other_components_power_w_hi,other_components_power_w_inf_median,other_components_power_w_inf_p10,other_components_power_w_inf_p90,other_components_power_w_lo,other_components_power_w_mid,other_components_power_w_trng_median,other_components_power_w_trng_p10,other_components_power_w_trng_p90,total_power_w_custom,total_power_w_hi,total_power_w_inf_median,total_power_w_inf_p10,total_power_w_inf_p90,total_power_w_lo,total_power_w_mid,total_power_w_trng_median,total_power_w_trng_p10,total_power_w_trng_p90,total_power_mw_custom,total_power_mw_hi,total_power_mw_inf_median,total_power_mw_inf_p10,total_power_mw_inf_p90,total_power_mw_lo,total_power_mw_mid,total_power_mw_trng_median,total_power_mw_trng_p10,total_power_mw_trng_p90,voll_usd_per_mwh_custom,voll_usd_per_mwh_hi,voll_usd_per_mwh_inf_median,voll_usd_per_mwh_inf_p10,voll_usd_per_mwh_inf_p90,voll_usd_per_mwh_lo,voll_usd_per_mwh_mid,voll_usd_per_mwh_trng_median,voll_usd_per_mwh_trng_p10,voll_usd_per_mwh_trng_p90,voll_reserved_usd_per_mwh_custom,voll_reserved_usd_per_mwh_hi,voll_reserved_usd_per_mwh_inf_median,voll_reserved_usd_per_mwh_inf_p10,voll_reserved_usd_per_mwh_inf_p90,voll_reserved_usd_per_mwh_lo,voll_reserved_usd_per_mwh_mid,voll_reserved_usd_per_mwh_trng_median,voll_reserved_usd_per_mwh_trng_p10,voll_reserved_usd_per_mwh_trng_p90,voll_spot_usd_per_mwh_custom,voll_spot_usd_per_mwh_hi,voll_spot_usd_per_mwh_inf_median,voll_spot_usd_per_mwh_inf_p10,voll_spot_usd_per_mwh_inf_p90,voll_spot_usd_per_mwh_lo,voll_spot_usd_per_mwh_mid,voll_spot_usd_per_mwh_trng_median,voll_spot_usd_per_mwh_trng_p10,voll_spot_usd_per_mwh_trng_p90,proxy_model_custom,proxy_model_hi,proxy_model_inf_median,proxy_model_inf_p10,proxy_model_inf_p90,proxy_model_lo,proxy_model_mid,proxy_model_trng_median,proxy_model_trng_p10,proxy_model_trng_p90,estimated_drive_count_custom,estimated_drive_count_hi,estimated_drive_count_inf_median,estimated_drive_count_inf_p10,estimated_drive_count_inf_p90,estimated_drive_count_lo,estimated_drive_count_mid,estimated_drive_count_trng_median,estimated_drive_count_trng_p10,estimated_drive_count_trng_p90,estimated_per_drive_gb_custom,estimated_per_drive_gb_hi,estimated_per_drive_gb_inf_median,estimated_per_drive_gb_inf_p10,estimated_per_drive_gb_inf_p90,estimated_per_drive_gb_lo,estimated_per_drive_gb_mid,estimated_per_drive_gb_trng_median,estimated_per_drive_gb_trng_p10,estimated_per_drive_gb_trng_p90,cpu_mapping_status_custom,cpu_mapping_status_hi,cpu_mapping_status_inf_median,cpu_mapping_status_inf_p10,cpu_mapping_status_inf_p90,cpu_mapping_status_lo,cpu_mapping_status_mid,cpu_mapping_status_trng_median,cpu_mapping_status_trng_p10,cpu_mapping_status_trng_p90,gpu_mapping_status_custom,gpu_mapping_status_hi,gpu_mapping_status_inf_median,gpu_mapping_status_inf_p10,gpu_mapping_status_inf_p90,gpu_mapping_status_lo,gpu_mapping_status_mid,gpu_mapping_status_trng_median,gpu_mapping_status_trng_p10,gpu_mapping_status_trng_p90,Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),GiB of Memory per vCPU,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,Bare metal,Trunking compatible,Branch interface,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,RHEL with HA On Demand cost,RHEL with HA Reserved cost,RHEL with HA Spot Minimum cost,RHEL with HA Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz),On Demand (Vantage),Linux Spot Average cost (Vantage),Linux Reserved cost (Vantage),On Demand Numeric,Linux Spot Average Numeric,Linux Reserved Numeric
dl2q.24xlarge,Qualcomm AI 100 Accelerators,Intel Xeon Platinum 8259 (Cascade Lake),8.0,96 vCPUs,768 GiB,EBS only,11.5952,7.305,10.078,QA100,Intel Xeon Platinum 8259 (Cascade Lake),8.0,96.0,768.0,11.5952,7.305,10.078,75,210.0,48.0,4.375,False,0.0,0.0,,No host-local SSD attributed,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,benchmark_proxy,"Closest Cascade Lake benchmark/reference listings, CPU World",Custom AWS-adjacent SKU; inferred from common reference sites.,not_applicable,EBS-only or no local SSD in instance dataset.,11.5952,11.5952,11.5952,11.5952,11.5952,11.5952,11.5952,11.5952,11.5952,11.5952,7.305,7.305,7.305,7.305,7.305,7.305,7.305,7.305,7.305,7.305,10.078,10.078,10.078,10.078,10.078,10.078,10.078,10.078,10.078,10.078,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,458.1818181818181,458.1818181818181,343.6363636363636,267.2727272727272,420.0,267.2727272727272,343.6363636363636,420.0,343.6363636363636,458.1818181818181,654.5454545454545,654.5454545454545,490.9090909090909,381.81818181818176,600.0,381.81818181818176,490.9090909090909,600.0,490.9090909090909,654.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.7272727272723,1112.7272727272723,834.5454545454545,649.090909090909,1020.0,649.090909090909,834.5454545454545,1020.0,834.5454545454545,1112.7272727272723,0.0011127272727272,0.0011127272727272,0.0008345454545454,0.0006490909090909,0.00102,0.0006490909090909,0.0008345454545454,0.00102,0.0008345454545454,0.0011127272727272,10420.522875816994,10420.522875816994,13894.030501089326,17863.753501400563,11367.843137254902,17863.753501400563,13894.030501089326,11367.843137254902,13894.030501089326,10420.522875816994,6564.950980392157,6564.950980392157,8753.26797385621,11254.20168067227,7161.764705882352,11254.20168067227,8753.26797385621,7161.764705882352,8753.26797385621,6564.950980392157,9057.02614379085,9057.02614379085,12076.0348583878,15526.330532212884,9880.392156862745,15526.330532212884,12076.0348583878,9880.392156862745,12076.0348583878,9057.02614379085,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,DL2Q 24xlarge,dl2q,"1,295,313.484",Machine Learning ASIC Instances,179.0 fps,2933 MT/s,Yes,2.0,21.0,24.0,48.0,382935 MB,35.0 MB,Yes,0 units,8.00 GiB/vCPU,128 GiB,0.0,0,0.0000 units,2.5 GHz,Yes,Yes,Yes,Yes,,,x86_64,100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,current,,,No,5.97x,,,,,,,11.5952,10.078,7.305,,,
g2.2xlarge,NVIDIA GRID K520,Intel Xeon E5-2670 (Sandy Bridge),1.0,8 vCPUs,15 GiB,EBS only,0.65,,,K520,Intel Xeon E5-2670 (Sandy Bridge),1.0,8.0,15.0,0.65,,,225,115.0,16.0,7.1875,False,0.0,0.0,,No host-local SSD attributed,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,vendor spec,Common Sandy Bridge Xeon benchmark/reference listings,Direct vendor-like proxy value.,not_applicable,EBS-only or no local SSD in instance dataset.,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,,,,,,,,,,,,,,,,,,,,,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,62.72727272727272,62.72727272727272,47.04545454545454,36.590909090909086,57.5,36.590909090909086,47.04545454545454,57.5,47.04545454545454,62.72727272727272,245.45454545454544,245.45454545454544,184.0909090909091,143.18181818181816,225.0,143.18181818181816,184.0909090909091,225.0,184.0909090909091,245.45454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.18181818181813,308.18181818181813,231.1363636363636,179.77272727272725,282.5,179.77272727272725,231.1363636363636,282.5,231.1363636363636,308.18181818181813,0.0003081818181818,0.0003081818181818,0.0002311363636363,0.0001797727272727,0.0002825,0.0001797727272727,0.0002311363636363,0.0002825,0.0002311363636363,0.0003081818181818,2109.1445427728618,2109.1445427728618,2812.192723697149,3615.676359039192,2300.8849557522126,3615.676359039192,2812.192723697149,2300.8849557522126,2812.192723697149,2109.1445427728618,,,,,,,,,,,,,,,,,,,,,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,G2 Double Extra Large,g2,,GPU instance,,,,,,,,,,,26 units,1.88 GiB/vCPU,4 GiB,3.0,0,3.2500 units,2.6 GHz,Yes,,,Yes,,,x86_64,Moderate,,,,,,,No,,,No,,,,No,No,Yes,Unknown,No,,$0.65 hourly,,,,$0.765 hourly,,,,,,,,$0.75 hourly,,,,$0.767 hourly,,,,$2.86 hourly,,$0.957 hourly,,$3.816 hourly,,,,$0.785 hourly,,$1.61 hourly,,,,,,previous,,,,,,,,,,,0.65,,,0.65,,
g2.8xlarge,NVIDIA GRID K520,Intel Xeon E5-2670 (Sandy Bridge),4.0,32 vCPUs,60 GiB,EBS only,2.6,,,K520,Intel Xeon E5-2670 (Sandy Bridge),4.0,32.0,60.0,2.6,,,225,115.0,16.0,7.1875,False,0.0,0.0,,No host-local SSD attributed,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,vendor spec,Common Sandy Bridge Xeon benchmark/reference listings,Direct vendor-like proxy value.,not_applicable,EBS-only or no local SSD in instance dataset.,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,,,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,250.90909090909088,250.90909090909088,188.18181818181816,146.36363636363637,230.0,146.36363636363637,188.18181818181816,230.0,188.18181818181816,250.90909090909088,981.8181818181818,981.8181818181818,736.3636363636363,572.7272727272726,900.0,572.7272727272726,736.3636363636363,900.0,736.3636363636363,981.8181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.7272727272723,1232.7272727272723,924.5454545454544,719.090909090909,1130.0,719.090909090909,924.5454545454544,1130.0,924.5454545454544,1232.7272727272723,0.0012327272727272,0.0012327272727272,0.0009245454545454,0.0007190909090909,0.00113,0.0007190909090909,0.0009245454545454,0.00113,0.0009245454545454,0.0012327272727272,2109.1445427728618,2109.1445427728618,2812.192723697149,3615.676359039192,2300.8849557522126,3615.676359039192,2812.192723697149,2300.8849557522126,2812.192723697149,2109.1445427728618,,,,,,,,,,,,,,,,,,,,,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,G2 Eight Extra Large,g2,,GPU instance,,,,,,,,,,,104 units,1.88 GiB/vCPU,16 GiB,3.0,0,3.2500 units,2.6 GHz,Yes,,,Yes,,,x86_64,High,,,,,,,No,,,No,,,,No,No,Yes,Unknown,No,,$2.60 hourly,,,,$2.946 hourly,,,,,,,,$2.70 hourly,,,,$2.878 hourly,,,,$2.86 hourly,,,,,,$16.072 hourly,,,,,,$14.60 hourly,,,,previous,,,,,,,,,,,2.6,,,2.6,,
g3.16xlarge,NVIDIA Tesla M60,Intel Xeon E5-2686 v4 (Broadwell),4.0,64 vCPUs,488 GiB,EBS only,4.56,,,M60,Intel Xeon E5-2686 v4 (Broadwell),4.0,64.0,488.0,4.56,,,300,145.0,36.0,4.027777777777778,False,0.0,0.0,,No host-local SSD attributed,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,benchmark_proxy,Broadwell Xeon benchmark reference listings,"AWS-associated custom part; direct vendor-like proxy value, CPU World.",not_applicable,EBS-only or no local SSD in instance dataset.,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,4.56,,,,,,,,,,,,,,,,,,,,,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,281.2121212121212,281.2121212121212,210.90909090909088,164.040404040404,257.77777777777777,164.040404040404,210.90909090909088,257.77777777777777,210.90909090909088,281.2121212121212,1309.090909090909,1309.090909090909,981.8181818181818,763.6363636363635,1200.0,763.6363636363635,981.8181818181818,1200.0,981.8181818181818,1309.090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590.3030303030305,1590.3030303030305,1192.7272727272723,927.6767676767676,1457.7777777777778,927.6767676767676,1192.7272727272723,1457.7777777777778,1192.7272727272723,1590.3030303030305,0.001590303030303,0.001590303030303,0.0011927272727272,0.0009276767676767,0.0014577777777777,0.0009276767676767,0.0011927272727272,0.0014577777777777,0.0011927272727272,0.001590303030303,2867.378048780488,2867.378048780488,3823.170731707317,4915.505226480836,3128.0487804878044,4915.505226480836,3823.170731707317,3128.0487804878044,3823.170731707317,2867.378048780488,,,,,,,,,,,,,,,,,,,,,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,G3 Graphics GPU 16xlarge Extra Large,g3,,GPU instance,,,,,,,,,,,201 units,7.63 GiB/vCPU,32 GiB,5.2,0,3.1406 units,2.3 GHz,Yes,Yes,,Yes,,,x86_64,20 Gigabit,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$4.56 hourly,,,,$5.2512 hourly,,,,$6.1472 hourly,,,,$4.66 hourly,,,,$7.504 hourly,,,,$5.016 hourly,,,,,,,,,,,,,,,$0.27 hourly,current,,,,,,,,,,,4.56,,,4.56,,
g3.4xlarge,NVIDIA Tesla M60,Intel Xeon E5-2686 v4 (Broadwell),1.0,16 vCPUs,122 GiB,EBS only,1.14,,,M60,Intel Xeon E5-2686 v4 (Broadwell),1.0,16.0,122.0,1.14,,,300,145.0,36.0,4.027777777777778,False,0.0,0.0,,No host-local SSD attributed,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,benchmark_proxy,Broadwell Xeon benchmark reference listings,"AWS-associated custom part; direct vendor-like proxy value, CPU World.",not_applicable,EBS-only or no local SSD in instance dataset.,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,,,,,,,,,,,,,,,,,,,,,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,70.3030303030303,70.3030303030303,52.72727272727272,41.010101010101,64.44444444444444,41.010101010101,52.72727272727272,64.44444444444444,52.72727272727272,70.3030303030303,327.27272727272725,327.27272727272725,245.45454545454544,190.90909090909088,300.0,190.90909090909088,245.45454545454544,300.0,245.45454545454544,327.27272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.5757575757576,397.5757575757576,298.18181818181813,231.9191919191919,364.44444444444446,231.9191919191919,298.18181818181813,364.44444444444446,298.18181818181813,397.5757575757576,0.0003975757575757,0.0003975757575757,0.0002981818181818,0.0002319191919191,0.0003644444444444,0.0002319191919191,0.0002981818181818,0.0003644444444444,0.0002981818181818,0.0003975757575757,2867.378048780488,2867.378048780488,3823.170731707317,4915.505226480836,3128.0487804878044,4915.505226480836,3823.170731707317,3128.0487804878044,3823.170731707317,2867.378048780488,,,,,,,,,,,,,,,,,,,,,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,G3 Graphics GPU Quadruple Extra Large,g3,,GPU instance,,,,,,,,,,,58 units,7.63 GiB/vCPU,8 GiB,5.2,0,3.6250 units,2.3 GHz,Yes,Yes,,Yes,,,x86_64,Up to 10 Gigabit,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$1.14 hourly,,,,$1.3128 hourly,,,,$1.5368 hourly,,,,$1.24 hourly,,,,$1.876 hourly,,,,$5.016 hourly,,,,,,,,,,,,,,,$0.27 hourly,current,,,,,,,,,,,1.14,,,1.14,,
g3.8xlarge,NVIDIA Tesla M60,Intel Xeon E5-2686 v4 (Broadwell),2.0,32 vCPUs,244 GiB,EBS only,2.28,,,M60,Intel Xeon E5-2686 v4 (Broadwell),2.0,32.0,244.0,2.28,,,300,145.0,36.0,4.027777777777778,False,0.0,0.0,,No host-local SSD attributed,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,benchmark_proxy,Broadwell Xeon benchmark reference listings,"AWS-associated custom part; direct vendor-like proxy value, CPU World.",not_applicable,EBS-only or no local SSD in instance dataset.,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,,,,,,,,,,,,,,,,,,,,,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,1.2,1.2,0.9,0.7,1.1,0.7,0.9,1.1,0.9,1.2,140.6060606060606,140.6060606060606,105.45454545454544,82.020202020202,128.88888888888889,82.020202020202,105.45454545454544,128.88888888888889,105.45454545454544,140.6060606060606,654.5454545454545,654.5454545454545,490.9090909090909,381.81818181818176,600.0,381.81818181818176,490.9090909090909,600.0,490.9090909090909,654.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795.1515151515151,795.1515151515151,596.3636363636363,463.8383838383838,728.8888888888889,463.8383838383838,596.3636363636363,728.8888888888889,596.3636363636363,795.1515151515151,0.0007951515151515,0.0007951515151515,0.0005963636363636,0.0004638383838383,0.0007288888888888,0.0004638383838383,0.0005963636363636,0.0007288888888888,0.0005963636363636,0.0007951515151515,2867.378048780488,2867.378048780488,3823.170731707317,4915.505226480836,3128.0487804878044,4915.505226480836,3823.170731707317,3128.0487804878044,3823.170731707317,2867.378048780488,,,,,,,,,,,,,,,,,,,,,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,No host-local SSD attributed,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,resolved,G3 Graphics GPU Eight Extra Large,g3,,GPU instance,,,,,,,,,,,97 units,7.63 GiB/vCPU,16 GiB,5.2,0,3.0313 units,2.3 GHz,Yes,Yes,,Yes,,,x86_64,10 Gigabit,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$2.28 hourly,,,,$2.6256 hourly,,,,$3.0736 hourly,,,,$2.38 hourly,,,,$3.752 hourly,,,,$5.016 hourly,,,,,,,,,,,,,,,$0.27 hourly,current,,,,,,,,,,,2.28,,,2.28,,
