Name,API Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,Bare metal,Trunking compatible,Branch interface,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,RHEL with HA On Demand cost,RHEL with HA Reserved cost,RHEL with HA Spot Minimum cost,RHEL with HA Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz),On Demand (Vantage),Linux Spot Average cost (Vantage),Linux Reserved cost (Vantage),On Demand Numeric,Linux Spot Average Numeric,Linux Reserved Numeric,On Demand Filled,Linux Spot Average cost Filled,Linux Reserved cost Filled,gpu_model_clean,cpu_model_clean,gpu_count,vcpu_count,memory_gib,price_usd_per_hour,reserved_price_usd_per_hour,spot_price_usd_per_hour,cpu_tdp_w_package,threads_per_package,cpu_tdp_w_per_vcpu,cpu_source_type,cpu_source_name,cpu_source_note,cpu_mapping_status,gpu_tdp_w_per_gpu,storage_is_local_ssd,storage_total_gb,storage_drive_count_explicit,storage_text_clean,proxy_model,proxy_capacity_gb,idle_w,active_w,idle_w_per_tb,active_w_per_tb,source_type,source_note,estimated_drive_count,estimated_per_drive_gb,storage_total_tb,ssd_idle_w_per_tb,ssd_active_w_per_tb,ssd_idle_w_total,ssd_active_w_total,ram_idle_w_total,ram_active_w_total,gpu_mapping_status,scenario,cpu_utilization,gpu_utilization,ssd_state,ram_state,total_cpu_power_w,total_gpu_power_w,total_ram_power_w,total_ssd_power_w,other_components_power_w,total_power_w,total_power_mw,voll_usd_per_mwh,voll_reserved_usd_per_mwh,voll_spot_usd_per_mwh
P2 General Purpose GPU 16xlarge Extra Large,p2.16xlarge,p2,,GPU instance,,732 GiB,,,,,,,,,,201 units,64 vCPUs,11.44 GiB/vCPU,8.0,NVIDIA Tesla K80,192 GiB,3.7,0,3.1406 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,20 Gigabit,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$14.40 hourly,,,,$15.091 hourly,,,,$15.987 hourly,,,,$14.50 hourly,,,,$17.344 hourly,,,,$15.84 hourly,,,,,,,,,,,,,,,$0.27 hourly,current,,,,,,,,,,,14.4,,,14.4,,,14.4,,,K80,Intel Xeon E5-2686 v4 (Broadwell),8.0,64.0,732.0,14.4,,,145.0,36.0,4.027777777777778,benchmark_proxy,"Broadwell Xeon benchmark reference listings, CPU World","AWS-associated custom part; direct vendor-like proxy value, CPU World.",resolved,300,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,198.48888888888888,1848.0,0.0,0.0,0.0,2046.4888888888888,0.0020464888888888887,7036.441819050516,,
P2 General Purpose GPU Eight Extra Large,p2.8xlarge,p2,,GPU instance,,488 GiB,,,,,,,,,,97 units,32 vCPUs,15.25 GiB/vCPU,4.0,NVIDIA Tesla K80,96 GiB,3.7,0,3.0313 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,10 Gigabit,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$7.20 hourly,,,,$7.546 hourly,,,,$7.994 hourly,,,,$7.30 hourly,,,,$8.672 hourly,,,,$15.84 hourly,,,,,,,,,,,,,,,$0.27 hourly,current,,,,,,,,,,,7.2,,,7.2,,,7.2,,,K80,Intel Xeon E5-2686 v4 (Broadwell),4.0,32.0,488.0,7.2,,,145.0,36.0,4.027777777777778,benchmark_proxy,"Broadwell Xeon benchmark reference listings, CPU World","AWS-associated custom part; direct vendor-like proxy value, CPU World.",resolved,300,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,99.24444444444444,924.0,0.0,0.0,0.0,1023.2444444444444,0.0010232444444444443,7036.441819050516,,
P2 General Purpose GPU Extra Large,p2.xlarge,p2,,GPU instance,,61 GiB,,,,,,,,,,16 units,4 vCPUs,15.25 GiB/vCPU,1.0,NVIDIA Tesla K80,12 GiB,3.7,0,4.0000 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,High,,,,,,,No,,,Yes,,,,Yes,Yes,Yes,Unknown,Yes,,$0.90 hourly,,,,$0.958 hourly,,,,$1.028 hourly,,,,$1.00 hourly,,,,$1.084 hourly,,,,$15.84 hourly,,,,,,,,,,,,,,,$0.225 hourly,current,,,,,,,,,,,0.9,,,0.9,,,0.9,,,K80,Intel Xeon E5-2686 v4 (Broadwell),1.0,4.0,61.0,0.9,,,145.0,36.0,4.027777777777778,benchmark_proxy,"Broadwell Xeon benchmark reference listings, CPU World","AWS-associated custom part; direct vendor-like proxy value, CPU World.",resolved,300,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,12.405555555555555,231.0,0.0,0.0,0.0,243.40555555555557,0.00024340555555555556,3697.532695775227,,
P3 High Performance GPU 16xlarge Extra Large,p3.16xlarge,p3,,GPU instance,,488 GiB,,,,,,,,,,201 units,64 vCPUs,7.63 GiB/vCPU,8.0,NVIDIA Tesla V100,128 GiB,7.0,0,3.1406 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,25 Gigabit,14000 Mbps,1750 MB/s,80000 IOPS,14000 Mbps,1750 MB/s,80000 IOPS,No,240.0,8.0,Yes,No,No,0.0,Yes,Yes,Yes,Unknown,Yes,,$24.48 hourly,,$2.9655 hourly,$4.3675 hourly,$25.171 hourly,,$3.6565 hourly,$6.7147 hourly,$26.067 hourly,,,,$24.58 hourly,,$3.0655 hourly,$6.1237 hourly,$27.424 hourly,,$5.392 hourly,$6.2834 hourly,$26.928 hourly,,,,,,,,,,,,,,>20%,$0.27 hourly,current,,,,,,,,,,,24.48,11.508,,24.48,4.3675,,24.48,4.3675,,V100,Intel Xeon E5-2686 v4 (Broadwell),8.0,64.0,488.0,24.48,,4.3675,145.0,36.0,4.027777777777778,benchmark_proxy,"Broadwell Xeon benchmark reference listings, CPU World","AWS-associated custom part; direct vendor-like proxy value, CPU World.",resolved,300,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,198.48888888888888,1848.0,0.0,0.0,0.0,2046.4888888888888,0.0020464888888888887,11961.951092385876,,2134.1430308821614
P3 High Performance GPU Double Extra Large,p3.2xlarge,p3,,GPU instance,,61 GiB,,,,,,,,,,31 units,8 vCPUs,7.63 GiB/vCPU,1.0,NVIDIA Tesla V100,16 GiB,7.0,0,3.8750 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,Up to 10 Gigabit,1750 Mbps,218.75 MB/s,10000 IOPS,1750 Mbps,218.75 MB/s,10000 IOPS,No,60.0,4.0,Yes,No,No,0.0,Yes,Yes,Yes,Unknown,Yes,,$3.06 hourly,,$0.3371 hourly,$0.3406 hourly,$3.175 hourly,,$0.4521 hourly,$0.4624 hourly,$3.315 hourly,,,,$3.16 hourly,,$0.4371 hourly,$0.4474 hourly,$3.428 hourly,,$0.674 hourly,$0.674 hourly,$26.928 hourly,,,,,,,,,,,,,,>20%,$0.27 hourly,current,,,,,,,,,,,3.06,0.891,,3.06,0.3406,,3.06,0.3406,,V100,Intel Xeon E5-2686 v4 (Broadwell),1.0,8.0,61.0,3.06,,0.3406,145.0,36.0,4.027777777777778,benchmark_proxy,"Broadwell Xeon benchmark reference listings, CPU World","AWS-associated custom part; direct vendor-like proxy value, CPU World.",resolved,300,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,24.81111111111111,231.0,0.0,0.0,0.0,255.8111111111111,0.0002558111111111111,11961.951092385876,,1331.4511575381143
P3 High Performance GPU Eight Extra Large,p3.8xlarge,p3,,GPU instance,,244 GiB,,,,,,,,,,97 units,32 vCPUs,7.63 GiB/vCPU,4.0,NVIDIA Tesla V100,64 GiB,7.0,0,3.0313 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,10 Gigabit,7000 Mbps,875 MB/s,40000 IOPS,7000 Mbps,875 MB/s,40000 IOPS,No,240.0,8.0,Yes,No,No,0.0,Yes,Yes,Yes,Unknown,Yes,,$12.24 hourly,,$1.4216 hourly,$1.7531 hourly,$12.586 hourly,,$1.7676 hourly,$2.4827 hourly,$13.034 hourly,,,,$12.34 hourly,,$1.5216 hourly,$2.2367 hourly,$13.712 hourly,,$2.696 hourly,$2.9216 hourly,$26.928 hourly,,,,,,,,,,,,,,>20%,$0.27 hourly,current,,,,,,,,,,,12.24,3.98,,12.24,1.7531,,12.24,1.7531,,V100,Intel Xeon E5-2686 v4 (Broadwell),4.0,32.0,244.0,12.24,,1.7531,145.0,36.0,4.027777777777778,benchmark_proxy,"Broadwell Xeon benchmark reference listings, CPU World","AWS-associated custom part; direct vendor-like proxy value, CPU World.",resolved,300,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,99.24444444444444,924.0,0.0,0.0,0.0,1023.2444444444444,0.0010232444444444443,11961.951092385876,,1713.2758545802028
P3DN 24xlarge,p3dn.24xlarge,p3dn,"1,323,529.412",GPU instance,162.0 fps,768 GiB,2666 MT/s,Yes,2.0,21.0,24.0,48.0,382935 MB,33.0 MB,Yes,337 units,96 vCPUs,8.00 GiB/vCPU,8.0,NVIDIA Tesla V100,256 GiB,7.0,0,3.5104 units,Intel Xeon Platinum 8175 (Skylake),2.5 GHz,Yes,Yes,Yes,Yes,1800 GB (2×900 GB NVMe SSD),Yes,Yes,x86_64,100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$31.212 hourly,$19.215 hourly,$6.3433 hourly,$7.3791 hourly,$32.249 hourly,$20.251 hourly,$7.3803 hourly,$9.4518 hourly,$33.593 hourly,$21.595 hourly,,,$31.337 hourly,$19.275 hourly,$6.4683 hourly,$8.5398 hourly,$35.628 hourly,$23.631 hourly,$7.5372 hourly,$7.5372 hourly,$34.333 hourly,$21.136 hourly,,,,,,,,,,,,,>20%,,current,,,No,5.38x,,,,,,,,,,31.212,7.3791,19.215,31.212,7.3791,19.215,V100,Intel Xeon Platinum 8175 (Skylake),8.0,96.0,768.0,31.212,19.215,7.3791,240.0,48.0,5.0,benchmark_proxy,"Closest Skylake Xeon benchmark/reference listings, CPU World",Proxy package TDP from common reference sources of 8175M. CPU World,resolved,300,True,1800.0,2,1800 GB (2×900 GB NVMe SSD),Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,2,900.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,369.6,1848.0,0.0,0.0,0.0,2217.6,0.0022175999999999997,14074.675324675327,8664.772727272728,3327.516233766234
P4D Highest Performance GPU 24xlarge,p4d.24xlarge,p4d,"1,593,360.996",GPU instance,,1152 GiB,2933 MT/s,Yes,2.0,21.0,24.0,48.0,574363 MB,35.0 MB,Yes,345 units,96 vCPUs,12.00 GiB/vCPU,8.0,NVIDIA A100,320 GiB,8.0,0,3.5938 units,Intel Xeon Platinum 8275L,3 GHz,Yes,Yes,Yes,Yes,8000 GB (8×1000 GB NVMe SSD),Yes,Yes,x86_64,4x 100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,3000.0,60.0,Yes,No,Yes,62.0,Yes,Yes,Yes,Unknown,No,,$21.9576 hourly,$13.9211 hourly,$7.6409 hourly,$10.6617 hourly,$22.9944 hourly,$14.9579 hourly,$8.6777 hourly,$16.061 hourly,$24.3384 hourly,$16.3019 hourly,,,$22.0826 hourly,$13.981 hourly,$7.7659 hourly,$15.1492 hourly,,,,,$24.153 hourly,$15.313 hourly,,,,,,,,,,,,,15-20%,,current,"Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere",27.1°C,,,0.0W,0.0W,763 MHz,763 MHz,1215 MHz,838 MHz,,,,21.9576,10.6617,13.9211,21.9576,10.6617,13.9211,A100,Intel Xeon Platinum 8275L,8.0,96.0,1152.0,21.9576,13.9211,10.6617,240.0,48.0,5.0,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,No clean public Intel datasheet for exact AWS context; Intel for 8276L proxy used.,resolved,400,True,8000.0,8,8000 GB (8×1000 GB NVMe SSD),Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,8,1000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,369.6,2464.0,0.0,0.0,0.0,2833.6,0.0028336,7749.01185770751,4912.867024280067,3762.598814229249
P4DE 24xlarge,p4de.24xlarge,p4de,"1,557,493.409",GPU instance,,1152 GiB,3200 MT/s,Yes,2.0,21.0,24.0,48.0,574363 MB,35.0 MB,Yes,345 units,96 vCPUs,12.00 GiB/vCPU,8.0,NVIDIA A100,640 GiB,8.0,0,3.5938 units,Intel Xeon Platinum 8275L,3 GHz,Yes,Yes,Yes,Yes,8000 GB (8×1000 GB NVMe SSD),Yes,Yes,x86_64,4x 100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,3000.0,60.0,Yes,No,Yes,62.0,Yes,Yes,Yes,Unknown,No,,$27.4471 hourly,$17.4014 hourly,$14.1574 hourly,$15.0015 hourly,$28.4839 hourly,$18.4382 hourly,$15.1942 hourly,$16.8823 hourly,$29.8279 hourly,$19.7822 hourly,,,$27.5721 hourly,$17.4613 hourly,$14.2824 hourly,$15.9705 hourly,,,,,$24.153 hourly,$15.313 hourly,,,,,,,,,,,,,15-20%,,current,"Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere",28.1°C,,,0.0W,0.0W,804 MHz,804 MHz,1593 MHz,876 MHz,,,,27.4471,15.0015,17.4014,27.4471,15.0015,17.4014,A100,Intel Xeon Platinum 8275L,8.0,96.0,1152.0,27.4471,17.4014,15.0015,240.0,48.0,5.0,benchmark_proxy,Closest Cascade Lake benchmark/reference listings,No clean public Intel datasheet for exact AWS context; Intel for 8276L proxy used.,resolved,400,True,8000.0,8,8000 GB (8×1000 GB NVMe SSD),Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,8,1000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,369.6,2464.0,0.0,0.0,0.0,2833.6,0.0028336,9686.300112930548,6141.092603049125,5294.148785996612
P5 48xlarge,p5.48xlarge,p5,"3,900,325.027",GPU instance,,2048 GiB,3200 MT/s,Yes,2.0,32.0,48.0,96.0,1023979 MB,192.0 MB,Yes,0 units,192 vCPUs,10.67 GiB/vCPU,8.0,NVIDIA H100,640 GiB,9.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,,,,,30400 GB (8×3800 GB NVMe SSD),Yes,Yes,x86_64,3200 Gigabit,80000 Mbps,10000 MB/s,260000 IOPS,80000 Mbps,10000 MB/s,260000 IOPS,Yes,3200.0,64.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,Yes,,$55.04 hourly,,$15.5966 hourly,$29.7167 hourly,$56.8832 hourly,,$17.4398 hourly,$56.8832 hourly,$58.8992 hourly,,,,$55.165 hourly,,$15.7216 hourly,$55.165 hourly,,,,,,,,,,,,,,,,,,,<5%,$13.76 hourly,current,"Hopper, Hopper, Hopper, Hopper, Hopper, Hopper, Hopper, Hopper",28.1°C,,,77.0W,77.0W,549 MHz,549 MHz,2619 MHz,863 MHz,55.04,30.7,23.777,55.04,29.7167,,55.04,29.7167,23.777,H100,AMD EPYC 7R13 Processor,8.0,192.0,2048.0,55.04,23.777,29.7167,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Milan custom-SKU benchmark/reference listings, serverorbit",AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,resolved,700,True,30400.0,8,30400 GB (8×3800 GB NVMe SSD),Benchmark for large,5.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,8,3800.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,431.2,4312.0,0.0,0.0,0.0,4743.2,0.0047431999999999995,11603.980435149268,5012.86051610727,6265.116377129365
P5 Quadruple Extra Large,p5.4xlarge,p5,,GPU instance,,256 GiB,,,,,,,,,,0 units,16 vCPUs,16.00 GiB/vCPU,1.0,NVIDIA H100,80 GiB,9.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,,,,,3800 GB NVMe SSD,Yes,Yes,x86_64,100 Gigabit,10000 Mbps,1250 MB/s,32500 IOPS,10000 Mbps,1250 MB/s,32500 IOPS,Yes,120.0,4.0,Yes,No,Yes,58.0,Yes,Yes,Yes,Unknown,No,,$6.88 hourly,,$1.7833 hourly,$3.8348 hourly,$7.0528 hourly,,$1.9561 hourly,$7.0528 hourly,$7.2768 hourly,,,,$7.005 hourly,,$1.9083 hourly,$7.005 hourly,$7.616 hourly,,,,,,$7.8864 hourly,,$9.536 hourly,,$13.616 hourly,,,,,,,,<5%,,current,,,,,,,,,,,6.88,5.879,2.972,6.88,3.8348,,6.88,3.8348,2.972,H100,AMD EPYC 7R13 Processor,1.0,16.0,256.0,6.88,2.972,3.8348,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Milan custom-SKU benchmark/reference listings, serverorbit",AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,resolved,700,True,3800.0,,3800 GB NVMe SSD,Benchmark for large,5.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,1,3800.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,35.93333333333333,539.0,0.0,0.0,0.0,574.9333333333333,0.0005749333333333333,11966.604823747683,5169.2949907235625,6669.990723562153
P5e High Performance Computing GPU 48xlarge,p5e.48xlarge,p5e,"3,884,477.265",GPU instance,,2048 GiB,3200 MT/s,Yes,4.0,32.0,24.0,48.0,509942 MB,96.0 MB,Yes,0 units,192 vCPUs,10.67 GiB/vCPU,8.0,NVIDIA H200,1128 GiB,9.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,,,,,30400 GB (8×3800 GB NVMe SSD),Yes,Yes,x86_64,3200 Gigabit,80000 Mbps,10000 MB/s,260000 IOPS,80000 Mbps,10000 MB/s,260000 IOPS,Yes,3200.0,64.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,current,"Hopper, Hopper, Hopper, Hopper, Hopper, Hopper, Hopper, Hopper",22.9°C,,,73.0W,73.0W,345 MHz,345 MHz,3201 MHz,765 MHz,1.8432,17.167,,,,,1.8432,17.167,,H200,AMD EPYC 7R13 Processor,8.0,192.0,2048.0,1.8432,,17.167,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Milan custom-SKU benchmark/reference listings, serverorbit",AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,resolved,700,True,30400.0,8,30400 GB (8×3800 GB NVMe SSD),Benchmark for large,5.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,8,3800.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,431.2,4312.0,0.0,0.0,0.0,4743.2,0.0047431999999999995,388.59841457244056,,3619.2865575982464
P5en High Performance Computing GPU 48xlarge,p5en.48xlarge,p5en,,GPU instance,,2048 GiB,,,,,,,,,,0 units,192 vCPUs,10.67 GiB/vCPU,8.0,NVIDIA H200,1128 GiB,9.0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,,,,,30400 GB (8×3800 GB NVMe SSD),Yes,Yes,x86_64,3200 Gigabit,100000 Mbps,12500 MB/s,400000 IOPS,100000 Mbps,12500 MB/s,400000 IOPS,Yes,3200.0,64.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$63.296 hourly,,$15.624 hourly,$18.4564 hourly,$65.1392 hourly,,$17.4672 hourly,$23.132 hourly,$67.1552 hourly,,,,$63.421 hourly,,$15.749 hourly,$21.4138 hourly,,,,,,,,,,,,,,,,,,,<5%,,current,,,,,,,,,,,63.296,19.068,,63.296,18.4564,,63.296,18.4564,,H200,Intel Xeon Scalable (Sapphire Rapids),8.0,192.0,2048.0,63.296,,18.4564,205.0,64.0,3.203125,family_proxy - check,Representative Sapphire Rapids Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used. 6438N/M/Y+ proxy used,resolved,700,True,30400.0,8,30400 GB (8×3800 GB NVMe SSD),Benchmark for large,5.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,8,3800.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,473.55,4312.0,0.0,0.0,0.0,4785.55,0.00478555,13226.483894223233,,3856.6935879888406
P6-B200 High Performance and Machine Learning GPU 48xlarge,p6-b200.48xlarge,p6-b200,"3,990,024.938",GPU instance,,2048 GiB,5600 MT/s,Yes,2.0,21.0,48.0,96.0,1021963 MB,320.0 MB,Yes,0 units,192 vCPUs,10.67 GiB/vCPU,8.0,NVIDIA B200,1440 GiB,10.0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,,,,,30400 GB (8×3800 GB NVMe SSD),Yes,Yes,x86_64,3200 Gigabit,100000 Mbps,12500 MB/s,400000 IOPS,100000 Mbps,12500 MB/s,400000 IOPS,Yes,1600.0,32.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$113.9328 hourly,,$30.1695 hourly,$30.1695 hourly,$115.776 hourly,,$32.0127 hourly,$32.0127 hourly,$117.792 hourly,,,,$114.0578 hourly,,$30.2945 hourly,$30.2945 hourly,,,,,,,,,,,,,,,,,,,10-15%,,current,"Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell",25.3°C,,,158.0W,158.0W,822 MHz,822 MHz,3996 MHz,1071 MHz,113.9328,21.886,,113.9328,30.1695,,113.9328,30.1695,,B200,Intel Xeon Scalable (Emerald Rapids),8.0,192.0,2048.0,113.9328,,30.1695,350.0,96.0,3.6458333333333335,family_proxy,Representative Emerald Rapids Xeon benchmark/reference listings,Used average of all models with 3.2Ghz clock speed in Emerald Rapids listing,resolved,1000,True,30400.0,8,30400 GB (8×3800 GB NVMe SSD),Benchmark for large,5.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,8,3800.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,539.0,6160.0,0.0,0.0,0.0,6699.0,0.006699,17007.43394536498,,4503.58262427228
P6-B300 48xlarge,p6-b300.48xlarge,p6-b300,,GPU instance,,4096 GiB,,,,,,,,,,0 units,192 vCPUs,21.33 GiB/vCPU,8.0,NVIDIA B300,2100 GiB,10.0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,Yes,,Yes,Yes,30400 GB (8×3800 GB NVMe SSD),Yes,Yes,x86_64,6400 Gigabit,100000 Mbps,12500 MB/s,400000 IOPS,100000 Mbps,12500 MB/s,400000 IOPS,Yes,3400.0,68.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,current,,,,,,,,,,,142.416,26.331,,,,,142.416,26.331,,B300,Intel Xeon Scalable (Emerald Rapids),8.0,192.0,4096.0,142.416,,26.331,350.0,96.0,3.6458333333333335,family_proxy,Representative Emerald Rapids Xeon benchmark/reference listings,Used average of all models with 3.2Ghz clock speed in Emerald Rapids listing,resolved,1100,True,30400.0,8,30400 GB (8×3800 GB NVMe SSD),Benchmark for large,5.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,8,3800.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,resolved,lo,0.7,0.7,active,active,539.0,6776.0,0.0,0.0,0.0,7315.0,0.007315,19469.036226930963,,3599.58988380041
