date,voll_mean,voll_min,voll_max,obs_count,ondemand_price_usd_per_hour,voll_ondemand_historical
2025-06-09,2719.558073654391,2301.2747875354107,2984.9575070821525,10,32.773,9283.966851989133
2025-06-10,2620.9477208344065,2207.8470254957506,2869.0934844192634,11,32.773,9283.966851989133
2025-06-11,2503.2747875354107,2121.586402266289,2756.1189801699716,10,32.773,9283.966851989133
2025-06-12,2263.85835694051,1980.8781869688385,2592.407932011331,10,32.773,9283.966851989133
2025-06-13,2305.5665722379604,1866.685552407932,2523.3144475920676,12,32.773,9283.966851989133
2025-06-14,2207.6281225856296,1806.628895184136,2507.8186968838527,11,32.773,9283.966851989133
2025-06-15,2206.1992445703495,1764.3059490084984,2537.7620396600564,12,32.773,9283.966851989133
2025-06-16,2145.898016997167,1752.4645892351275,2537.025495750708,10,32.773,9283.966851989133
2025-06-17,2120.1251180358827,1733.1728045325779,2581.728045325779,12,24.153,6842.0849899641
2025-06-18,2150.981200103013,1736.0906515580737,2560.453257790368,11,24.153,6842.0849899641
2025-06-19,2130.180867291349,1752.6062322946175,2559.8016997167138,13,24.153,6842.0849899641
2025-06-20,2184.2544424414114,1744.1643059490084,2546.6005665722378,11,24.153,6842.0849899641
2025-06-21,2134.80278927871,1741.6430594900849,2575.7507082152974,13,24.153,6842.0849899641
2025-06-22,2300.270695624803,1802.7762039660056,2640.764872521246,9,24.153,6842.0849899641
2025-06-23,2259.0906515580737,1804.8441926345608,2667.110481586402,10,24.153,6842.0849899641
2025-06-24,2285.300283286119,1813.14447592068,2725.184135977337,10,24.153,6842.0849899641
2025-06-25,2212.1040432655163,1791.3597733711047,2783.654390934844,11,24.153,6842.0849899641
2025-06-26,2317.4993561679116,1763.1728045325779,2798.9235127478755,11,24.153,6842.0849899641
2025-06-27,2191.705787130716,1709.4900849858357,2791.756373937677,14,24.153,6842.0849899641
2025-06-28,2266.0141643059487,1701.926345609065,2772.7762039660056,10,24.153,6842.0849899641
2025-06-29,2212.176944868163,1675.580736543909,2802.237960339943,13,24.153,6842.0849899641
2025-06-30,2352.5661000944287,1655.6373937677054,2790.6515580736545,12,24.153,6842.0849899641
2025-07-01,2244.593593375463,1650.6798866855524,2702.209631728045,13,24.153,6842.0849899641
2025-07-02,2224.4868162998473,1671.5014164305949,2675.722379603399,13,24.153,6842.0849899641
2025-07-03,2310.8807622971926,1677.0254957507082,2652.209631728045,11,24.153,6842.0849899641
2025-07-04,2302.237960339943,1739.0368271954674,2676.657223796034,11,24.153,6842.0849899641
2025-07-05,2211.5529229976823,1741.0198300283287,2708.498583569405,11,24.153,6842.0849899641
2025-07-06,2216.003090394025,1751.5297450424928,2742.974504249292,11,24.153,6842.0849899641
2025-07-07,2293.6567516525024,1817.3937677053823,2721.7280453257786,12,24.153,6842.0849899641
2025-07-08,2281.123701605288,1839.7167138810198,2746.657223796034,12,24.153,6842.0849899641
2025-07-09,2292.0782899819724,1886.3172804532576,2721.9546742209627,11,24.153,6842.0849899641
2025-07-10,2349.8135033050044,1921.3314447592068,2735.070821529745,12,24.153,6842.0849899641
2025-07-11,2364.425800828067,2025.155807365439,2714.702549575071,13,24.153,6842.0849899641
2025-07-12,2318.7228517469307,2039.5467422096317,2638.328611898017,12,24.153,6842.0849899641
2025-07-13,2379.3342776203963,2032.4079320113315,2594.702549575071,10,24.153,6842.0849899641
2025-07-14,2359.258734655335,2061.728045325779,2598.9801699716713,12,24.153,6842.0849899641
2025-07-15,2415.954674220963,2143.116147308782,2632.9745042492914,10,24.153,6842.0849899641
2025-07-16,2475.4020483765526,2237.6487252124643,2679.178470254957,13,24.153,6842.0849899641
2025-07-17,2488.762257572456,2312.5212464589235,2723.9943342776205,13,24.153,6842.0849899641
2025-07-18,2526.3790883337624,2371.1614730878186,2774.844192634561,11,24.153,6842.0849899641
2025-07-19,2555.0487881649356,2340.453257790368,2715.212464589235,9,24.153,6842.0849899641
2025-07-20,2572.827710533093,2408.895184135977,2763.654390934844,11,24.153,6842.0849899641
2025-07-21,2573.3832456495343,2501.529745042493,2766.0339943342774,7,24.153,6842.0849899641
2025-07-22,2603.0311614730876,2476.85552407932,2765.6373937677054,12,24.153,6842.0849899641
2025-07-23,2646.0717658168082,2355.297450424929,2888.1019830028326,12,24.153,6842.0849899641
2025-07-24,2600.5229897581166,2343.7677053824364,2917.2237960339944,13,24.153,6842.0849899641
2025-07-25,2650.2492917847026,2371.3031161473086,2917.082152974504,10,24.153,6842.0849899641
2025-07-26,2588.456090651558,2344.7308781869688,2919.5467422096312,12,24.153,6842.0849899641
2025-07-27,2582.459438578419,2339.5750708215296,2913.56940509915,11,24.153,6842.0849899641
2025-07-28,2540.5264400377714,2288.215297450425,2896.742209631728,12,24.153,6842.0849899641
2025-07-29,2531.532320370847,2231.869688385269,2903.0594900849856,11,24.153,6842.0849899641
2025-07-30,2523.5190431224423,2238.045325779037,2905.694050991501,9,24.153,6842.0849899641
2025-07-31,2509.847461320549,2247.9886685552406,2884.6175637393767,13,24.153,6842.0849899641
2025-08-01,2561.1213408876297,2277.1954674220965,2867.8753541076485,12,24.153,6842.0849899641
2025-08-02,2500.5925401322,2298.243626062323,2820.5949008498583,12,24.153,6842.0849899641
2025-08-03,2572.684135977337,2270.8498583569403,2977.28045325779,12,24.153,6842.0849899641
2025-08-04,2670.6721607004893,2247.082152974504,3100.679886685552,11,24.153,6842.0849899641
2025-08-05,2802.534123100695,2240.28328611898,3214.957507082153,11,24.153,6842.0849899641
2025-08-06,2756.3101983002834,2240.254957507082,3198.526912181303,12,24.153,6842.0849899641
2025-08-07,2728.93059490085,2222.7195467422093,3217.9603399433427,12,24.153,6842.0849899641
2025-08-08,2918.0530517641,2240.6515580736545,3209.773371104816,11,24.153,6842.0849899641
2025-08-09,2944.154004635591,2256.6005665722378,3247.1104815864023,11,24.153,6842.0849899641
2025-08-10,2900.8680696074466,2255.835694050991,3335.1841359773366,14,24.153,6842.0849899641
2025-08-11,2937.985835694051,2255.7790368271953,3268.640226628895,10,24.153,6842.0849899641
2025-08-12,2882.6680401751223,2264.702549575071,3282.946175637394,11,24.153,6842.0849899641
2025-08-13,2857.3602884367756,2283.9376770538242,3301.331444759207,11,24.153,6842.0849899641
2025-08-14,2897.440123615761,2325.6373937677054,3317.7337110481585,11,24.153,6842.0849899641
2025-08-15,2918.0453257790364,2349.773371104816,3257.3087818696886,13,24.153,6842.0849899641
2025-08-16,2807.22851746931,2322.4079320113315,3304.7308781869683,12,24.153,6842.0849899641
2025-08-17,2848.4393510172545,2306.798866855524,3320.8781869688382,11,24.153,6842.0849899641
2025-08-18,2883.0618508026437,2272.152974504249,3289.6033994334275,12,24.153,6842.0849899641
2025-08-19,2757.0409477208345,2239.518413597734,3233.2011331444755,11,24.153,6842.0849899641
2025-08-20,2722.426817752597,2260.8781869688382,3176.9688385269124,12,24.153,6842.0849899641
2025-08-21,2793.4509399948493,2309.631728045326,3122.6345609065156,11,24.153,6842.0849899641
2025-08-22,2748.413597733711,2316.9121813031156,3038.4985835694047,13,24.153,6842.0849899641
2025-08-23,2725.768735513778,2351.104815864023,3043.0311614730876,11,24.153,6842.0849899641
