date,voll_mean,voll_min,voll_max,obs_count,series,aws_ondemand_price_usd_per_hour,aws_ondemand_voll,azure_ondemand_price_usd_per_hour,azure_ondemand_voll,comparison_power_mw
2024-01-25,2678.00035932447,2364.310097017607,2786.2468559108875,5,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-01-26,2581.229787998563,2360.5596478620196,2790.132051742724,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-01-26,1177.5062881782248,1177.5062881782248,1177.5062881782248,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-01-27,2582.871077374536,2349.914660438376,2793.725296442688,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-01-28,2652.3460893520187,2349.128638160259,2772.188286022278,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-01-29,1177.5062881782248,1177.5062881782248,1177.5062881782248,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-01-30,2605.380322493712,2344.9514911965503,2790.513833992095,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-01-31,2629.628344167511,2341.5603665109597,2776.724757455983,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-01-31,1177.5062881782248,1177.5062881782248,1177.5062881782248,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-01,2577.624293600758,2339.49425080848,2770.6836148041684,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-02,2579.4331656485806,2347.219726913403,2766.5962989579593,5,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-02,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-05,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-06,2582.1168702838663,2370.104204096299,2728.193496227093,6,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-07,2581.175247677224,2363.8384836507366,2725.341358246497,14,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-07,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-08,2565.327808719607,2361.8846568451313,2717.1891843334533,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-09,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-09,2567.6938718844935,2356.315127560187,2683.5474308300395,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-10,2536.606180380884,2357.325727632052,2675.0583902263747,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-11,2533.7928331101166,2345.2659001077973,2655.99173553719,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-12,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-12,2534.9461761887655,2342.2790154509526,2655.4976643909454,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-13,2533.798957959037,2345.6252245777937,2654.3523176428316,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-14,2545.903701042041,2355.933345310816,2657.047251167805,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-14,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-15,2536.9187178105162,2364.6245059288535,2657.8557312252965,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-16,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-16,2532.620945350015,2369.138519583184,2653.49892202659,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-17,2521.566205533597,2358.313869924542,2657.4964067553,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-18,2541.7110063849195,2321.3483650736616,2672.7676967301477,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-19,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-19,2543.664047953484,2306.4363995688104,2675.5075458138704,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-20,2535.101509162774,2326.895436579231,2670.9935321595403,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-21,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-21,2535.808065452334,2327.3670499461014,2673.823212360762,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-22,2521.1502375533996,2315.756378009343,2666.2549407114625,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-23,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-23,2500.211477422446,2292.310456342077,2655.7671577434426,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-24,2468.8941040843215,2269.3586058210567,2644.740388070428,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-25,2503.031800215595,2267.7865612648225,2652.3311174991018,14,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-26,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-26,2489.7991775462133,2265.495867768595,2658.5519223859146,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-27,2471.158086433868,2252.515271289975,2653.296802012217,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-28,2466.571595400647,2251.729249011858,2648.9175350341357,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-28,1026.6349263384836,1026.6349263384836,1026.6349263384836,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-02-29,2534.0385076057014,2264.911965504851,2659.293029105282,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-01,2501.518962532258,2273.3560905497666,2672.565576715774,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-01,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-02,2555.395175252344,2290.8731584620914,2683.8618397412865,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-03,2521.361431418025,2280.3629177146963,2689.9928135106,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-04,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-06,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-08,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-09,2622.7766798418975,2271.1327703916636,2787.7739849083723,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-10,2579.969906575638,2277.7802730865974,2806.3690262306864,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-11,2646.5504850880343,2292.085878548329,2809.423284225656,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-11,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-12,2650.8807192478143,2298.935501257636,2838.730686309738,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-13,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-13,2630.827793747754,2306.930470715056,2859.4816744520303,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-14,2684.8031949934125,2317.8674092705714,2880.0530003593244,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-15,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-15,2704.401350461133,2328.8492633848364,2905.0260510240746,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-16,2702.13226407082,2340.167984189723,2917.1307941070786,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-17,2737.3313171238074,2347.444304707151,2937.6572044556237,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-18,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-18,2753.864609534076,2359.99820337765,2962.136183974129,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-19,2785.951449736035,2373.315666546892,2979.226554078333,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-20,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-20,2784.113366870284,2386.3636363636365,2989.422385914481,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-21,2797.4944604144207,2395.9755659360403,3004.716133668703,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-22,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-22,2861.263324949096,2401.657384117859,3025.736615163493,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-23,2820.3995238950774,2415.4464606539705,3038.2680560546173,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-24,2857.6914686104415,2431.4588573481856,3048.0596478620196,14,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-25,2863.757635644987,2449.0882141573843,3060.6135465325187,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-25,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-26,2843.401904419691,2464.381961911606,3061.46694214876,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-27,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-27,2839.9270734655215,2476.2845849802375,3065.9809558030906,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-28,2920.8849862258953,2500.9656845131153,3078.624685591089,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-29,2937.926697808121,2527.623068630974,3085.2721882860224,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-29,821.3034495149119,821.3034495149119,821.3034495149119,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-30,2926.188016528926,2559.4457420050303,3096.2540424002877,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-03-31,2905.9672361415087,2582.3526769673012,3097.7587136183975,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-01,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-01,3004.230228987685,2608.9876033057853,3100.1616960114984,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-02,2939.998427955444,2635.6674452030184,3098.1629536471437,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-03,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-03,2958.5429392741644,2670.9486166007905,3116.4660438375854,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-04,2948.9861333420445,2708.7675170679126,3109.122349982034,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-05,2978.8986704994613,2740.5677326625946,3098.814229249012,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-05,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-06,2949.5766708587857,2755.322493711822,3106.3600431189366,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-07,2977.24353215954,2787.6392382321237,3115.5452748832195,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-08,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-08,2983.2995786103943,2806.391484010061,3101.598993891484,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-09,3010.474308300395,2826.5585698886093,3102.295185052102,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-10,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-10,3021.3369320223433,2829.6352856629537,3113.00754581387,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-11,2994.2523056653495,2836.799317283507,3110.379985627021,15,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-12,3024.7403064057753,2838.214157384118,3107.797340998922,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-12,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-13,2959.677057132591,2830.4437657204458,3102.0481494789797,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-14,2995.359406134649,2840.3251886453468,3105.349443047072,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-15,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-15,3000.5104040766996,2840.0107797341,3113.6363636363635,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-16,3001.8992864842667,2850.610851598994,3127.3580668343516,14,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-17,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-17,3032.041636722961,2864.0406036651098,3158.5743801652893,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-18,3023.727664717604,2867.0948616600795,3161.02227811714,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-19,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-19,3051.6622499700566,2879.8284225655766,3150.309917355372,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-20,3072.9755332701793,2884.7915918074023,3126.414840100611,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-21,3029.1256982327773,2884.9487962630255,3119.183435141933,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-22,3028.2416783719336,2882.7479338842977,3119.587675170679,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-22,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-23,3054.4048342961387,2880.5470715055694,3138.182716492993,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-24,3082.3998383039884,2875.920768954366,3168.343514193317,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-24,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-25,3056.1388339920945,2882.411067193676,3186.2648221343875,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-26,3075.1325008983113,2883.9606539705355,3189.723320158103,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-26,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-27,3012.4640675530004,2876.2351778656125,3204.3657923104565,14,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-28,3028.26760689903,2882.7030183255483,3196.9547251167805,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-29,3050.2492813510603,2890.1814588573484,3179.7296083363276,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-29,766.1246855910888,766.1246855910888,766.1246855910888,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-04-30,3046.991882533564,2909.5400646784046,3173.194394538268,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-01,735.9414301113907,735.9414301113907,735.9414301113907,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-01,3052.940471912804,2903.4989220265898,3177.2592526051026,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-02,3061.5445235684183,2916.816385195832,3167.849443047072,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-03,3044.829810864666,2930.1563061444485,3167.130794107079,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-03,735.9414301113907,735.9414301113907,735.9414301113907,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-04,3073.5083951262536,2946.4831117499107,3174.4520301832554,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-05,3058.063567765328,2925.013474667625,3186.422026590011,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-06,3062.709605940831,2920.2524254401724,3181.324110671937,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-06,735.9414301113907,735.9414301113907,735.9414301113907,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-07,3044.7566267724374,2902.3760330578516,3195.5848005749194,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-08,3074.342735656965,2906.7103844771827,3210.3620194035216,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-08,735.9414301113907,735.9414301113907,735.9414301113907,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-09,3061.7262274197233,2931.6609773625587,3210.586597197269,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-10,735.9414301113907,735.9414301113907,735.9414301113907,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-13,735.9414301113907,735.9414301113907,735.9414301113907,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-15,3126.7217630853993,2948.234818541143,3252.425440172476,6,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-15,735.9414301113907,735.9414301113907,735.9414301113907,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-16,3106.556038284389,2948.6615163492634,3256.8945382680563,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-17,3120.5960294646065,2956.634028027309,3249.2588932806325,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-17,735.9414301113907,735.9414301113907,735.9414301113907,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-18,3131.4065919707314,2963.8654329859864,3244.4529284944306,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-19,3143.1121990657566,2981.7418253683077,3251.9538268056053,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-20,3153.4142734735624,2991.6457060725834,3258.3318361480415,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-20,735.9414301113907,735.9414301113907,735.9414301113907,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-21,3198.46189164371,3003.278835788717,3282.698526769673,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-22,735.9414301113907,735.9414301113907,735.9414301113907,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-22,3178.0064841733906,3008.98311174991,3285.011678045275,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-23,3214.7657857772847,3019.4933524973053,3303.202479338843,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-24,3211.5032829190213,3019.5382680560547,3334.03701042041,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-24,735.9414301113907,735.9414301113907,735.9414301113907,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-25,3222.7934210956128,3024.007366151635,3362.5583902263743,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-05-26,3244.323364382653,3028.3641753503416,3399.8607617678763,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
