date,voll_mean,voll_min,voll_max,obs_count,series,aws_ondemand_price_usd_per_hour,aws_ondemand_voll,azure_ondemand_price_usd_per_hour,azure_ondemand_voll,comparison_power_mw
2024-08-29,2963.834553539346,2326.783147682357,7359.99820337765,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-08-30,2968.264350521021,2324.2678763923827,7359.99820337765,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-08-30,809.5355731225296,809.5355731225296,809.5355731225296,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-08-31,2974.819214876033,2316.5424002874597,7359.99820337765,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-01,2930.0939234239627,2334.688286022278,7359.99820337765,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-02,3027.965549766439,2371.721164211283,7359.99820337765,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-02,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-03,3039.553763923823,2382.792849443047,7359.99820337765,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-04,3346.8073204194297,2442.1712181099533,7359.99820337765,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-04,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-05,3009.809058969138,2447.8754940711465,7359.99820337765,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-06,3082.7007725476105,2446.123787279914,7359.99820337765,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-06,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-07,3118.8858695652175,2487.693136902623,7359.99820337765,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-08,3192.9319753862737,2520.50395256917,7359.99820337765,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-09,3272.581297161337,2507.6581027667985,7359.99820337765,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-09,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-10,3362.6418048354803,2490.5452748832195,7359.99820337765,7,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-11,3260.500259512117,2444.3496227093065,7359.99820337765,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-11,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-12,3241.0817662793947,2422.9473589651457,7359.99820337765,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-13,4530.346584784243,2467.481135465325,7269.04419690981,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-13,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-14,4468.657106458041,2494.385555156306,6976.239669421488,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-15,4766.645297749323,2514.8445921667267,6892.943765720446,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-16,4642.1869385555165,2469.0756378009346,6628.750449155588,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-16,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-17,4037.4169062163137,2387.396694214876,6411.696011498383,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-18,4492.253793637194,2348.612109234639,6252.425440172477,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-18,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-19,4051.1950993670357,2337.5404240028747,5972.309558030902,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-20,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-20,4285.507790807827,2345.8947179302913,5801.316025871362,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-21,3871.5231274295234,2319.192418253683,5544.735896514552,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-22,4032.597466762487,2305.0440172475746,5358.111749910169,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-23,3643.246945742005,2139.934423284226,5127.919511318722,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-23,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-24,3406.153023225427,2081.409450233561,4829.747574559828,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-25,3419.050934243622,2071.078871721164,4676.02407473949,14,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-25,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-26,3598.4645295416044,2080.668343514193,4451.962809917355,7,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-27,3148.0375984059065,2054.8643550125767,4297.857527847646,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-27,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-28,3387.8084201700804,2083.879805964786,4160.707869205893,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-29,2919.2283507006828,2126.998742364355,3984.0998922026592,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-30,890.4958677685951,890.4958677685951,890.4958677685951,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-09-30,3227.7094063161258,2707.9141214516712,3871.2720086237873,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-01,2729.424182536831,2142.2700323392023,3632.927596119296,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-02,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-02,2828.110963887891,2120.216492993173,3487.01940352138,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-03,2685.1812342795542,2109.2121810995327,3349.9820337765004,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-04,2625.9237633249495,2128.144089112469,3166.591807402084,15,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-04,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-05,2634.2526051024074,2140.00179662235,2977.721882860223,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-06,2506.7107928004443,2135.847107438017,2820.5848005749194,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-07,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-07,2494.428429098749,2146.7840459935323,2750.269493352497,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-08,2456.7497719671633,2120.1042040962993,2771.424721523536,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-09,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-09,2494.9312791951133,2134.095400646784,2775.8713618397414,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-10,2314.502485327584,2125.8758533956166,2775.5569529284944,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-11,2407.388609414301,2145.5264103485447,2803.2473948975926,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-11,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-12,2444.3795664151394,2144.4259791591808,2842.256557671578,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-13,2477.6971793029106,2155.3853754940715,2900.3323751347466,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-14,2516.688171691765,2239.9389148401006,2953.4674811354653,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-14,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-15,2531.9708947179306,2291.7939274164573,2981.023176428315,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-16,2589.384207689544,2343.1099532878193,3059.7601509162773,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-16,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-17,2715.0885182011666,2407.9231045634206,3117.2745238950774,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-18,2737.3412983590847,2453.5573122529645,3140.383578871721,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-18,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-19,2799.731504771031,2490.9270571325906,3177.2817103844773,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-20,2884.1904143287543,2419.5337765001796,3365.3206970894717,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-21,2915.6669552151047,2291.0528206970894,3520.7959037010423,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-21,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-22,2847.4892202659,2146.3348904060367,3544.0846209126844,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-23,2850.9454725116784,2145.6386992454186,3395.5264103485447,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-23,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-24,2995.7217930291054,2066.924182536831,3466.8747754222063,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-25,3223.1404958677685,2055.8749550844414,3683.8842975206617,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-25,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-26,3313.9485267696728,2068.496227093065,3777.9150197628455,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-27,3491.5184453227935,2093.2896155228173,3959.6658282429034,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-28,3559.831607487016,2104.6757096658284,4224.218469277758,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-28,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-29,3770.6555425799497,2116.2863816025874,4397.929392741647,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-30,3597.5606768366383,2133.9606539705355,4454.1187567373345,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-30,979.5409629895796,979.5409629895796,979.5409629895796,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-10-31,3782.1595400646784,2258.691160618038,4646.222601509163,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-01,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-02,3989.0069169960475,2379.805964786202,4813.173733381243,6,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-03,4050.7495907693537,2371.00251527129,4971.02946460654,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-04,4060.197056805933,2386.700503054258,5088.820517427237,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-04,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-05,4221.581551682836,2387.149658641754,5233.807941070787,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-06,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-06,4374.3015630614445,2396.918792669781,5373.697448796263,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-07,4391.0311115103605,2407.2493711821776,5536.920589292132,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-08,4489.957629656246,2413.223140495868,5751.212720086239,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-08,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-09,4475.1106556038285,2428.292310456342,6021.334890406038,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-10,4761.9447314049585,2450.2560186848727,6070.607258354294,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-11,4441.9204395736015,2482.303269852677,6196.954725116781,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-11,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-12,4260.2286547444655,2469.5921667265543,6418.837585339562,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-13,4599.608417992356,2523.939992813511,6575.031440891125,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-13,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-14,4409.455224178545,2418.02910528207,6692.7551203736975,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-15,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-15,4413.949955901088,2315.913582464966,6927.820697089472,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-16,4293.210495038558,2194.6640316205535,7113.030003593245,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-17,4462.550632084409,2185.8605821056417,7164.907473948976,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-18,4114.57509881423,2224.6227093065036,7359.99820337765,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-18,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-19,4076.699441413779,2162.9311893639956,7330.848005749192,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-19,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-20,4410.219412504492,2122.327524254402,7331.386992454187,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-20,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-21,4439.3954365792315,2136.094143011139,7359.99820337765,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-22,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-22,4499.63046744847,2177.9554437657207,7340.527308659719,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-23,4583.63481200797,2199.784405318002,7330.915379087315,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-24,4024.14532108208,2222.0849802371545,7331.072583542939,14,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-25,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-25,4061.697644791428,2237.6706791232486,7359.99820337765,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-26,4623.88085399449,2243.3075817463173,7331.02766798419,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-27,3776.2699874236437,2306.279195113187,7331.02766798419,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-27,1030.3180021559467,1030.3180021559467,1030.3180021559467,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-28,3698.933816924183,2319.911067193676,7359.99820337765,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-29,2973.2797340998923,2368.891484010061,7359.99820337765,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-11-30,3119.8090447102304,2351.598993891484,7359.99820337765,7,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-01,2930.1534989220268,2240.0287459575998,7359.99820337765,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-02,2742.8733980117377,2073.9310097017606,7359.99820337765,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-02,1133.3542939274164,1133.3542939274164,1133.3542939274164,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-03,3579.2053796006367,2009.5894717930291,7359.99820337765,7,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-04,1133.3542939274164,1133.3542939274164,1133.3542939274164,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-04,3671.6620829763124,2028.3866331297163,7321.05641394179,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-05,3977.76904419691,2104.765540783327,6823.706431908013,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-06,1133.3542939274164,1133.3542939274164,1133.3542939274164,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-06,4289.666052820698,2071.9098095580307,6500.943226733741,8,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-07,3576.5885135944427,2130.7716492993172,6365.724937118219,9,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-08,3355.488272955934,2217.2790154509526,6104.114265181459,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-09,1133.3542939274164,1133.3542939274164,1133.3542939274164,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-09,3799.788896873877,2313.5555156306145,5888.58695652174,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-10,3990.4534021494137,2408.8663312971617,5759.2076895436585,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-11,3677.1204226962404,2516.618756737334,5529.240028745958,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-11,1133.3542939274164,1133.3542939274164,1133.3542939274164,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-12,3559.3628209734934,2648.603126122889,5345.9171757096665,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-13,3593.172144061472,2833.9696370822853,5066.58731584621,13,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-13,1133.3542939274164,1133.3542939274164,1133.3542939274164,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-14,3821.0564139417897,3072.583542939274,4831.566654689184,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-15,3520.0160062718455,3070.02335609055,4469.030722242184,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-16,3567.826236675051,3054.325368307582,4310.478799856271,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-16,1133.3542939274164,1133.3542939274164,1133.3542939274164,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-17,3606.8586058210567,3013.0030542579952,4125.471613366871,10,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-18,1133.3542939274164,1133.3542939274164,1133.3542939274164,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-18,3245.9433083983927,2820.809378368667,3819.6415738411783,11,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-19,3165.4895047311056,2733.9426877470355,3680.762666187568,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-20,1133.3542939274164,1133.3542939274164,1133.3542939274164,1,Azure Standard_ND96amsr_A100_v4 eastus,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
2024-12-20,3117.048074619715,2625.6512756018683,3643.392921307941,12,EC2 p4d.24xlarge us-east-1,32.773,7359.9539587499185,32.77,7359.414301113907,0.0044528
