date,voll_mean,voll_min,voll_max,obs_count,location,ondemand_price_usd_per_hour,voll_ondemand_historical
2025-06-20,2184.2544424414114,1744.1643059490084,2546.6005665722378,11,us-west-2,24.153,6842.0849899641
2025-06-20,2207.021448806151,1961.7847025495748,2434.13597733711,7,us-east-2,24.153,6842.0849899641
2025-06-21,2134.80278927871,1741.6430594900849,2575.7507082152974,13,us-west-2,24.153,6842.0849899641
2025-06-21,2313.210576015108,2001.0764872521245,2588.8101983002834,9,us-east-2,24.153,6842.0849899641
2025-06-21,1677.3452043707,1505.6657223796035,1844.6742209631727,14,us-east-1,24.153,6842.0849899641
2025-06-22,2431.0198300283287,2089.2067988668555,2791.898016997167,8,us-east-2,24.153,6842.0849899641
2025-06-22,1673.2209631728044,1485.7790368271953,1825.127478753541,10,us-east-1,24.153,6842.0849899641
2025-06-22,2300.270695624803,1802.7762039660056,2640.764872521246,9,us-west-2,24.153,6842.0849899641
2025-06-23,1643.0437519672646,1454.5325779036827,1813.2011331444758,9,us-east-1,24.153,6842.0849899641
2025-06-23,2567.7762039660056,2228.668555240793,2874.6175637393762,6,us-east-2,24.153,6842.0849899641
2025-06-23,2259.0906515580737,1804.8441926345608,2667.110481586402,10,us-west-2,24.153,6842.0849899641
2025-06-24,2285.300283286119,1813.14447592068,2725.184135977337,10,us-west-2,24.153,6842.0849899641
2025-06-24,1658.583569405099,1415.127478753541,1783.6827195467422,14,us-east-1,24.153,6842.0849899641
2025-06-24,2555.787130716309,2322.7762039660056,2930.7932011331445,7,us-east-2,24.153,6842.0849899641
2025-06-25,1650.9017941454201,1397.3654390934842,1755.2691218130312,12,us-east-1,24.153,6842.0849899641
2025-06-25,2212.1040432655163,1791.3597733711047,2783.654390934844,11,us-west-2,24.153,6842.0849899641
2025-06-25,2833.103556814605,2529.2067988668555,3146.487252124646,9,us-east-2,24.153,6842.0849899641
2025-06-26,1576.6509285489456,1358.8668555240793,1761.0198300283287,9,us-east-1,24.153,6842.0849899641
2025-06-26,2317.4993561679116,1763.1728045325779,2798.9235127478755,11,us-west-2,24.153,6842.0849899641
2025-06-26,2925.2785646836637,2627.875354107649,3196.8555240793203,6,us-east-2,24.153,6842.0849899641
2025-06-27,2990.403682719547,2622.436260623229,3363.4277620396597,8,us-east-2,24.153,6842.0849899641
2025-06-27,2191.705787130716,1709.4900849858357,2791.756373937677,14,us-west-2,24.153,6842.0849899641
2025-06-27,1610.7491344035252,1335.127478753541,1780.0,9,us-east-1,24.153,6842.0849899641
2025-06-28,1587.3541076487252,1313.7393767705382,1821.558073654391,10,us-east-1,24.153,6842.0849899641
2025-06-28,2981.5742614326186,2587.2804532577907,3529.6317280453254,7,us-east-2,24.153,6842.0849899641
2025-06-28,2266.0141643059487,1701.926345609065,2772.7762039660056,10,us-west-2,24.153,6842.0849899641
2025-06-29,3099.315391879131,2512.9178470254956,3671.728045325779,6,us-east-2,24.153,6842.0849899641
2025-06-29,1641.990728817924,1294.759206798867,1842.6912181303114,11,us-east-1,24.153,6842.0849899641
2025-06-29,2212.176944868163,1675.580736543909,2802.237960339943,13,us-west-2,24.153,6842.0849899641
2025-06-30,1604.6072624259593,1281.7563739376772,1845.4107648725212,11,us-east-1,24.153,6842.0849899641
2025-06-30,2352.5661000944287,1655.6373937677054,2790.6515580736545,12,us-west-2,24.153,6842.0849899641
2025-06-30,3004.7839943342774,2368.668555240793,3623.512747875354,8,us-east-2,24.153,6842.0849899641
2025-07-01,1682.771053309297,1304.4759206798867,1878.3286118980168,11,us-east-1,24.153,6842.0849899641
2025-07-01,2244.593593375463,1650.6798866855524,2702.209631728045,13,us-west-2,24.153,6842.0849899641
2025-07-01,2898.2861189801697,2352.4079320113315,3491.5014164305944,6,us-east-2,24.153,6842.0849899641
2025-07-02,1706.4258734655334,1303.42776203966,1907.9320113314448,12,us-east-1,24.153,6842.0849899641
2025-07-02,2224.4868162998473,1671.5014164305949,2675.722379603399,13,us-west-2,24.153,6842.0849899641
2025-07-02,2790.5301497369483,2384.220963172804,3333.541076487252,7,us-east-2,24.153,6842.0849899641
2025-07-03,2827.1873735329827,2418.9235127478755,3292.2662889518415,7,us-east-2,24.153,6842.0849899641
2025-07-03,2310.8807622971926,1677.0254957507082,2652.209631728045,11,us-west-2,24.153,6842.0849899641
2025-07-03,1658.9825306893292,1307.2237960339942,1901.3031161473086,12,us-east-1,24.153,6842.0849899641
2025-07-04,1631.7462565762848,1314.5042492917846,1893.1161473087816,14,us-east-1,24.153,6842.0849899641
2025-07-04,2302.237960339943,1739.0368271954674,2676.657223796034,11,us-west-2,24.153,6842.0849899641
2025-07-04,2921.1898016997166,2543.2011331444755,3293.1444759206797,8,us-east-2,24.153,6842.0849899641
2025-07-05,2211.5529229976823,1741.0198300283287,2708.498583569405,11,us-west-2,24.153,6842.0849899641
2025-07-05,2937.463015423355,2675.127478753541,3208.271954674221,9,us-east-2,24.153,6842.0849899641
2025-07-05,1669.4674220963175,1343.7960339943343,1899.5467422096317,10,us-east-1,24.153,6842.0849899641
2025-07-06,2980.3116147308783,2797.025495750708,3213.229461756374,7,us-east-2,24.153,6842.0849899641
2025-07-06,2216.003090394025,1751.5297450424928,2742.974504249292,11,us-west-2,24.153,6842.0849899641
2025-07-06,1670.3611898016998,1335.6657223796033,1928.271954674221,12,us-east-1,24.153,6842.0849899641
2025-07-07,2293.6567516525024,1817.3937677053823,2721.7280453257786,12,us-west-2,24.153,6842.0849899641
2025-07-07,1723.7204910292728,1334.9008498583569,1923.7960339943343,9,us-east-1,24.153,6842.0849899641
2025-07-07,2978.9270538243622,2799.6883852691217,3160.14164305949,8,us-east-2,24.153,6842.0849899641
2025-07-08,1728.818292189397,1305.8073654390932,1939.5467422096315,14,us-east-1,24.153,6842.0849899641
2025-07-08,3013.3711048158643,2915.354107648725,3104.13597733711,7,us-east-2,24.153,6842.0849899641
2025-07-08,2281.123701605288,1839.7167138810198,2746.657223796034,12,us-west-2,24.153,6842.0849899641
2025-07-09,3012.5814447592065,2961.529745042493,3063.3711048158643,8,us-east-2,24.153,6842.0849899641
2025-07-09,2292.0782899819724,1886.3172804532576,2721.9546742209627,11,us-west-2,24.153,6842.0849899641
2025-07-09,1651.5779036827196,1292.5779036827196,1939.2067988668553,10,us-east-1,24.153,6842.0849899641
2025-07-10,3065.3379198704974,2979.886685552408,3154.3626062322946,7,us-east-2,24.153,6842.0849899641
2025-07-10,1676.6487252124643,1269.1218130311615,1943.2577903682718,10,us-east-1,24.153,6842.0849899641
2025-07-10,2349.8135033050044,1921.3314447592068,2735.070821529745,12,us-west-2,24.153,6842.0849899641
2025-07-11,2364.425800828067,2025.155807365439,2714.702549575071,13,us-west-2,24.153,6842.0849899641
2025-07-11,1675.590179414542,1244.3342776203965,1998.526912181303,9,us-east-1,24.153,6842.0849899641
2025-07-11,3128.3640226628895,2992.209631728045,3256.5439093484415,8,us-east-2,24.153,6842.0849899641
2025-07-12,1694.2178155492602,1247.7337110481585,2042.6628895184135,9,us-east-1,24.153,6842.0849899641
2025-07-12,2318.7228517469307,2039.5467422096317,2638.328611898017,12,us-west-2,24.153,6842.0849899641
2025-07-12,3178.8668555240793,3038.2719546742205,3286.2322946175636,5,us-east-2,24.153,6842.0849899641
2025-07-13,2379.3342776203963,2032.4079320113315,2594.702549575071,10,us-west-2,24.153,6842.0849899641
2025-07-13,3157.9855209316966,3025.6657223796033,3316.1756373937674,9,us-east-2,24.153,6842.0849899641
2025-07-13,1748.5717658168085,1282.9745042492918,2040.2832861189802,12,us-east-1,24.153,6842.0849899641
2025-07-14,2359.258734655335,2061.728045325779,2598.9801699716713,12,us-west-2,24.153,6842.0849899641
2025-07-14,3182.922568460812,2975.920679886686,3382.8611898016993,6,us-east-2,24.153,6842.0849899641
2025-07-14,1741.8851403553954,1392.2096317280455,2086.628895184136,11,us-east-1,24.153,6842.0849899641
2025-07-15,2415.954674220963,2143.116147308782,2632.9745042492914,10,us-west-2,24.153,6842.0849899641
2025-07-15,3148.0291380008093,2896.6005665722378,3359.5467422096312,7,us-east-2,24.153,6842.0849899641
2025-07-15,1821.5035955545868,1457.5637393767704,2186.6288951841357,13,us-east-1,24.153,6842.0849899641
2025-07-16,2475.4020483765526,2237.6487252124643,2679.178470254957,13,us-west-2,24.153,6842.0849899641
2025-07-16,3021.8165722379604,2782.71954674221,3273.654390934844,8,us-east-2,24.153,6842.0849899641
2025-07-16,1931.7620396600566,1519.5750708215296,2275.8073654390932,10,us-east-1,24.153,6842.0849899641
2025-07-17,2905.2301699716713,2754.815864022663,3090.3399433427758,8,us-east-2,24.153,6842.0849899641
2025-07-17,2061.962400206026,1579.8016997167138,2435.892351274787,11,us-east-1,24.153,6842.0849899641
2025-07-17,2488.762257572456,2312.5212464589235,2723.9943342776205,13,us-west-2,24.153,6842.0849899641
2025-07-18,2098.8692162417374,1678.1303116147308,2441.104815864023,12,us-east-1,24.153,6842.0849899641
2025-07-18,2899.065155807365,2719.830028328612,3009.036827195467,8,us-east-2,24.153,6842.0849899641
2025-07-18,2526.3790883337624,2371.1614730878186,2774.844192634561,11,us-west-2,24.153,6842.0849899641
2025-07-19,2758.511174063582,2564.2492917847026,2982.351274787535,9,us-east-2,24.153,6842.0849899641
2025-07-19,2555.0487881649356,2340.453257790368,2715.212464589235,9,us-west-2,24.153,6842.0849899641
2025-07-19,2147.9320113314448,1814.8158640226627,2387.053824362606,11,us-east-1,24.153,6842.0849899641
2025-07-20,2257.6657223796033,1936.827195467422,2448.753541076487,10,us-east-1,24.153,6842.0849899641
2025-07-20,2623.2507082152974,2409.348441926346,2843.7960339943343,8,us-east-2,24.153,6842.0849899641
2025-07-20,2572.827710533093,2408.895184135977,2763.654390934844,11,us-west-2,24.153,6842.0849899641
2025-07-21,2360.2492917847026,2032.6345609065156,2545.5240793201133,10,us-east-1,24.153,6842.0849899641
2025-07-21,2491.045011016682,2291.784702549575,2707.6770538243622,9,us-east-2,24.153,6842.0849899641
2025-07-21,2573.3832456495343,2501.529745042493,2766.0339943342774,7,us-west-2,24.153,6842.0849899641
2025-07-22,2405.026754800126,2127.1388101983002,2628.0169971671385,9,us-east-1,24.153,6842.0849899641
2025-07-22,2428.756373937677,2255.070821529745,2588.668555240793,10,us-east-2,24.153,6842.0849899641
