provider,instance_type
gcp,c4-standard-8
gcp,c4-standard-16
gcp,c4-standard-32
gcp,c4-standard-48
gcp,c4-standard-96
gcp,c4-standard-192
gcp,c4-highcpu-2
gcp,c4-highcpu-4
gcp,c4-highcpu-8
gcp,c4-highcpu-16
gcp,c4-highcpu-32
gcp,c4-highcpu-48
gcp,c4-highcpu-96
gcp,c4-highcpu-192
gcp,c4-highmem-2
gcp,c4-highmem-4
gcp,c4-highmem-8
gcp,c4-highmem-16
gcp,c4-highmem-32
gcp,c4-highmem-48
gcp,c4-highmem-96
gcp,c4-highmem-192
gcp,n4-standard-2
gcp,n4-standard-4
gcp,n4-standard-8
gcp,n4-standard-16
gcp,n4-standard-32
gcp,n4-standard-48
gcp,n4-standard-64
gcp,n4-standard-80
gcp,n4-highcpu-2
gcp,n4-highcpu-4
gcp,n4-highcpu-8
gcp,n4-highcpu-16
gcp,n4-highcpu-32
gcp,n4-highcpu-48
gcp,n4-highcpu-64
gcp,n4-highcpu-80
gcp,n4-highmem-2
gcp,n4-highmem-4
gcp,n4-highmem-8
gcp,n4-highmem-16
gcp,n4-highmem-32
gcp,n4-highmem-48
gcp,n4-highmem-64
gcp,n4-highmem-80
gcp,c3d-standard-4
gcp,c3d-standard-8
gcp,c3d-standard-16
gcp,c3d-standard-30
gcp,c3d-standard-60
gcp,c3d-standard-90
gcp,c3d-standard-180
gcp,c3d-standard-360
gcp,c3d-highcpu-4
gcp,c3d-highcpu-8
gcp,c3d-highcpu-16
gcp,c3d-highcpu-30
gcp,c3d-highcpu-60
gcp,c3d-highcpu-90
gcp,c3d-highcpu-180
gcp,c3d-highcpu-360
gcp,c3d-highmem-4
gcp,c3d-highmem-8
gcp,c3d-highmem-16
gcp,c3d-highmem-30
gcp,c3d-highmem-60
gcp,c3d-highmem-90
gcp,c3d-highmem-180
gcp,c3d-highmem-360
gcp,c3d-standard-8-lssd
gcp,c3d-standard-16-lssd
gcp,c3d-standard-30-lssd
gcp,c3d-standard-60-lssd
gcp,c3d-standard-90-lssd
gcp,c3d-standard-180-lssd
gcp,c3d-standard-360-lssd
gcp,c3d-highmem-8-lssd
gcp,c3d-highmem-16-lssd
gcp,c3d-highmem-30-lssd
gcp,c3d-highmem-60-lssd
gcp,c3d-highmem-90-lssd
gcp,c3d-highmem-180-lssd
gcp,c3d-highmem-360-lssd
gcp,c3-standard-4
gcp,c3-standard-8
gcp,c3-standard-22
gcp,c3-standard-44
gcp,c3-standard-88
gcp,c3-standard-176
gcp,c3-standard-192-metal
gcp,c3-highcpu-4
gcp,c3-highcpu-8
gcp,c3-highcpu-22
gcp,c3-highcpu-44
gcp,c3-highcpu-88
gcp,c3-highcpu-176
gcp,c3-highcpu-192-metal
gcp,c3-highmem-4
gcp,c3-highmem-8
gcp,c3-highmem-22
gcp,c3-highmem-44
gcp,c3-highmem-88
gcp,c3-highmem-176
gcp,c3-highmem-192-metal
gcp,c3-standard-4-lssd
gcp,c3-standard-8-lssd
gcp,c3-standard-22-lssd
gcp,c3-standard-44-lssd
gcp,c3-standard-88-lssd
gcp,c3-standard-176-lssd
gcp,n2d-standard-2
gcp,n2d-standard-4
gcp,n2d-standard-8
gcp,n2d-standard-16
gcp,n2d-standard-32
gcp,n2d-standard-48
gcp,n2d-standard-64
gcp,n2d-standard-80
gcp,n2d-standard-96
gcp,n2d-standard-128
gcp,n2d-standard-224
gcp,n2d-highmem-2
gcp,n2d-highmem-4
gcp,n2d-highmem-8
gcp,n2d-highmem-16
gcp,n2d-highmem-32
gcp,n2d-highmem-48
gcp,n2d-highmem-64
gcp,n2d-highmem-80
gcp,n2d-highmem-96
gcp,n2d-highcpu-2
gcp,n2d-highcpu-4
gcp,n2d-highcpu-8
gcp,n2d-highcpu-16
gcp,n2d-highcpu-32
gcp,n2d-highcpu-48
gcp,n2d-highcpu-64
gcp,n2d-highcpu-80
gcp,n2d-highcpu-96
gcp,n2d-highcpu-128
gcp,n2d-highcpu-224
gcp,n2-standard-2
gcp,n2-standard-4
gcp,n2-standard-8
gcp,n2-standard-16
gcp,n2-standard-32
gcp,n2-standard-48
gcp,n2-standard-64
gcp,n2-standard-80
gcp,n2-standard-96
gcp,n2-standard-128
gcp,n2-highmem-2
gcp,n2-highmem-4
gcp,n2-highmem-8
gcp,n2-highmem-16
gcp,n2-highmem-32
gcp,n2-highmem-48
gcp,n2-highmem-64
gcp,n2-highmem-80
gcp,n2-highmem-96
gcp,n2-highmem-128
gcp,n2-highcpu-2
gcp,n2-highcpu-4
gcp,n2-highcpu-8
gcp,n2-highcpu-16
gcp,n2-highcpu-32
gcp,n2-highcpu-48
gcp,n2-highcpu-64
gcp,n2-highcpu-80
gcp,n2-highcpu-96
gcp,e2-standard-2
gcp,e2-standard-4
gcp,e2-standard-8
gcp,e2-standard-16
gcp,e2-standard-32
gcp,e2-highmem-2
gcp,e2-highmem-4
gcp,e2-highmem-8
gcp,e2-highmem-16
gcp,e2-highcpu-2
gcp,e2-highcpu-4
gcp,e2-highcpu-8
gcp,e2-highcpu-16
gcp,e2-highcpu-32
gcp,e2-micro
gcp,e2-small
gcp,e2-medium
gcp,n1-standard-1
gcp,n1-standard-2
gcp,n1-standard-4
gcp,n1-standard-8
gcp,n1-standard-16
gcp,n1-standard-32
gcp,n1-standard-64
gcp,n1-standard-96
gcp,n1-highmem-2
gcp,n1-highmem-4
gcp,n1-highmem-8
gcp,n1-highmem-16
gcp,n1-highmem-32
gcp,n1-highmem-64
gcp,n1-highmem-96
gcp,n1-highcpu-2
gcp,n1-highcpu-4
gcp,n1-highcpu-8
gcp,n1-highcpu-16
gcp,n1-highcpu-32
gcp,n1-highcpu-64
gcp,n1-highcpu-96
gcp,f1-micro
gcp,g1-small
gcp,t2a-standard-1
gcp,t2a-standard-2
gcp,t2a-standard-4
gcp,t2a-standard-8
gcp,t2a-standard-16
gcp,t2a-standard-32
gcp,t2a-standard-48
gcp,t2d-standard-1
gcp,t2d-standard-2
gcp,t2d-standard-4
gcp,t2d-standard-8
gcp,t2d-standard-16
gcp,t2d-standard-32
gcp,t2d-standard-48
gcp,t2d-standard-60
gcp,z3-highmem-88
gcp,z3-highmem-176
gcp,h3-standard-88
gcp,c2d-standard-2
gcp,c2d-standard-4
gcp,c2d-standard-8
gcp,c2d-standard-16
gcp,c2d-standard-32
gcp,c2d-standard-56
gcp,c2d-standard-112
gcp,c2d-highcpu-2
gcp,c2d-highcpu-4
gcp,c2d-highcpu-8
gcp,c2d-highcpu-16
gcp,c2d-highcpu-32
gcp,c2d-highcpu-56
gcp,c2d-highcpu-112
gcp,c2d-highmem-2
gcp,c2d-highmem-4
gcp,c2d-highmem-8
gcp,c2d-highmem-16
gcp,c2d-highmem-32
gcp,c2d-highmem-56
gcp,c2d-highmem-112
gcp,c2-standard-4
gcp,c2-standard-8
gcp,c2-standard-16
gcp,c2-standard-30
gcp,c2-standard-60
gcp,x4-megamem-960-metal
gcp,x4-megamem-1440-metal
gcp,x4-megamem-1920-metal
gcp,m3-ultramem-32
gcp,m3-ultramem-64
gcp,m3-ultramem-128
gcp,m3-megamem-64
gcp,m3-megamem-128
gcp,m2-ultramem-208
gcp,m2-ultramem-416
gcp,m2-megamem-416
gcp,m2-hypermem-416
gcp,m1-ultramem-40
gcp,m1-ultramem-80
gcp,m1-ultramem-160
gcp,m1-megamem-96
gcp,a3-ultragpu-8g
gcp,a3-megagpu-8g
gcp,a3-highgpu-1g
gcp,a3-highgpu-2g
gcp,a3-highgpu-4g
gcp,a3-highgpu-8g
gcp,a3-edgegpu-8g
gcp,a2-ultragpu-1g
gcp,a2-ultragpu-2g
gcp,a2-ultragpu-4g
gcp,a2-ultragpu-8g
gcp,a2-highgpu-1g
gcp,a2-highgpu-2g
gcp,a2-highgpu-4g
gcp,a2-highgpu-8g
gcp,a2-highgpu-16g
gcp,g2-standard-4
gcp,g2-standard-8
gcp,g2-standard-12
gcp,g2-standard-16
gcp,g2-standard-24
gcp,g2-standard-32
gcp,g2-standard-48
gcp,g2-standard-96
azure,d2ads_v5
azure,d4ads_v5
azure,d8ads_v5
azure,d16ads_v5
azure,d32ads_v5
azure,d48ads_v5
azure,d64ads_v5
azure,d96ads_v5
azure,d2as_v4
azure,d4as_v4
azure,d8as_v4
azure,d16as_v4
azure,d32as_v4
azure,d48as_v4
azure,d64as_v4
azure,d96as_v4
azure,standard_d16as_v4
azure,standard_d2as_v4
azure,standard_d32as_v4
azure,standard_d48as_v4
azure,standard_d4as_v4
azure,standard_d64as_v4
azure,standard_d8as_v4
azure,standard_d96as_v4
azure,d2as_v4
azure,d4as_v4
azure,d8as_v4
azure,d16as_v4
azure,d32as_v4
azure,d48as_v4
azure,d64as_v4
azure,d96as_v4
azure,d2as_v5
azure,d4as_v5
azure,d8as_v5
azure,d16as_v5
azure,d32as_v5
azure,d48as_v5
azure,d64as_v5
azure,d96as_v5
azure,standard_dc1s_v2
azure,standard_dc2s_v2
azure,standard_dc4s_v2
azure,dc8_v2
azure,dc2ads_v5
azure,dc4ads_v5
azure,dc8ads_v5
azure,dc16ads_v5
azure,dc32ads_v5
azure,dc48ads_v5
azure,dc64ads_v5
azure,dc96ads_v5
azure,dc2as_v5
azure,dc4as_v5
azure,dc8as_v5
azure,dc16as_v5
azure,dc32as_v5
azure,dc48as_v5
azure,dc64as_v5
azure,dc96as_v5
azure,dc16ds_v3
azure,dc24ds_v3
azure,dc32ds_v3
azure,dc48ds_v3
azure,dc1s_v3
azure,dc2s_v3
azure,dc4s_v3
azure,dc8s_v3
azure,dc16s_v3
azure,dc24s_v3
azure,d2ds_v4
azure,d4ds_v4
azure,d8ds_v4
azure,d16ds_v4
azure,d32ds_v4
azure,d48ds_v4
azure,d64ds_v4
azure,e2bds_v5
azure,e4bds_v5
azure,e8bds_v5
azure,e16bds_v5
azure,e32bds_v5
azure,e48bds_v5
azure,e64bds_v5
azure,e2bs_v5
azure,e4bs_v5
azure,e8bs_v5
azure,e16bs_v5
azure,e32bs_v5
azure,e48bs_v5
azure,e64bs_v5
azure,ec2ads_v5
azure,ec4ads_v5
azure,ec8ads_v5
azure,ec16ads_v5
azure,ec20ads_v5
azure,ec32ads_v5
azure,ec48ads_v5
azure,ec64ads_v5
azure,ec96ads_v5
azure,ec2as_v5
azure,ec4as_v5
azure,ec8as_v5
azure,ec16as_v5
azure,ec20as_v5
azure,ec32as_v5
azure,ec48as_v5
azure,ec64as_v5
azure,ec96as_v5
azure,standard_a1_v2
azure,standard_a2_v2
azure,standard_a2m_v2
azure,standard_a4_v2
azure,standard_a8_v2
azure,standard_a8m_v2
azure,standard_b12ms
azure,standard_b16ms
azure,standard_b1ls
azure,standard_b1ms
azure,standard_b1s
azure,standard_b20ms
azure,standard_b2ms
azure,standard_b2s
azure,standard_b4ms
azure,standard_b8ms
azure,standard_d16ds_v4
azure,standard_d2ds_v4
azure,standard_d32ds_v4
azure,standard_d48ds_v4
azure,standard_d4ds_v4
azure,standard_d64ds_v4
azure,standard_d8ds_v4
azure,d2ds_v4
azure,d4ds_v4
azure,d8ds_v4
azure,d16ds_v4
azure,d32ds_v4
azure,d48ds_v4
azure,d64ds_v4
azure,standard_d16ds_v5
azure,standard_d2ds_v5
azure,standard_d32ds_v5
azure,standard_d48ds_v5
azure,standard_d4ds_v5
azure,standard_d64ds_v5
azure,standard_d8ds_v5
azure,standard_d96ds_v5
azure,d2ds_v5
azure,d4ds_v5
azure,d8ds_v5
azure,d16ds_v5
azure,d32ds_v5
azure,d48ds_v5
azure,d64ds_v5
azure,d96ds_v5
azure,d2s_v3
azure,d4s_v3
azure,d8s_v3
azure,d16s_v3
azure,d32s_v3
azure,d48s_v3
azure,d64s_v3
azure,standard_d16s_v3
azure,standard_d2s_v3
azure,standard_d32s_v3
azure,standard_d48s_v3
azure,standard_d4s_v3
azure,standard_d64s_v3
azure,standard_d8s_v3
azure,d2s_v3
azure,d4s_v3
azure,d8s_v3
azure,d16s_v3
azure,d32s_v3
azure,d48s_v3
azure,d64s_v3
azure,d2s_v4
azure,d4s_v4
azure,d8s_v4
azure,d16s_v4
azure,d32s_v4
azure,d48s_v4
azure,d64s_v4
azure,standard_d16s_v4
azure,standard_d2s_v4
azure,standard_d32s_v4
azure,standard_d48s_v4
azure,standard_d4s_v4
azure,standard_d64s_v4
azure,standard_d8s_v4
azure,d2s_v4
azure,d4s_v4
azure,d8s_v4
azure,d16s_v4
azure,d32s_v4
azure,d48s_v4
azure,d64s_v4
azure,standard_d16s_v5
azure,standard_d2s_v5
azure,standard_d32s_v5
azure,standard_d48s_v5
azure,standard_d4s_v5
azure,standard_d64s_v5
azure,standard_d8s_v5
azure,standard_d96s_v5
azure,d2s_v5
azure,d4s_v5
azure,d8s_v5
azure,d16s_v5
azure,d32s_v5
azure,d48s_v5
azure,d64s_v5
azure,d96s_v5
azure,e2ads_v5
azure,e4ads_v5
azure,e8ads_v5
azure,e16ads_v5
azure,e20ads_v5
azure,e32ads_v5
azure,e48ads_v5
azure,e64ads_v5
azure,e96ads_v5
azure,e2as_v4
azure,e4as_v4
azure,e8as_v4
azure,e16as_v4
azure,e20as_v4
azure,e32as_v4
azure,e48as_v4
azure,e64as_v4
azure,e96as_v4
azure,standard_e16as_v4
azure,standard_e20as_v4
azure,standard_e2as_v4
azure,standard_e32as_v4
azure,standard_e48as_v4
azure,standard_e4as_v4
azure,standard_e64as_v4
azure,standard_e8as_v4
azure,standard_e96as_v4
azure,e2as_v4
azure,e4as_v4
azure,e8as_v4
azure,e16as_v4
azure,e20as_v4
azure,e32as_v4
azure,e48as_v4
azure,e64as_v4
azure,e96as_v4
azure,e2as_v5
azure,e4as_v5
azure,e8as_v5
azure,e16as_v5
azure,e20as_v5
azure,e32as_v5
azure,e48as_v5
azure,e64as_v5
azure,e96as_v5
azure,e2ds_v4
azure,e4ds_v4
azure,e8ds_v4
azure,e16ds_v4
azure,e20ds_v4
azure,e32ds_v4
azure,e48ds_v4
azure,e64ds_v4
azure,standard_e16ds_v4
azure,standard_e20ds_v4
azure,standard_e2ds_v4
azure,standard_e32ds_v4
azure,standard_e48ds_v4
azure,standard_e4ds_v4
azure,standard_e64ds_v4
azure,standard_e80ids_v4
azure,standard_e8ds_v4
azure,e2ds_v4
azure,e4ds_v4
azure,e8ds_v4
azure,e16ds_v4
azure,e20ds_v4
azure,e32ds_v4
azure,e48ds_v4
azure,e64ds_v4
azure,standard_e104ids_v5
azure,standard_e16ds_v5
azure,standard_e20ds_v5
azure,standard_e2ds_v5
azure,standard_e32ds_v5
azure,standard_e48ds_v5
azure,standard_e4ds_v5
azure,standard_e64ds_v5
azure,standard_e8ds_v5
azure,standard_e96ds_v5
azure,e2ds_v5
azure,e4ds_v5
azure,e8ds_v5
azure,e16ds_v5
azure,e20ds_v5
azure,e32ds_v5
azure,e48ds_v5
azure,e64ds_v5
azure,e2s_v3
azure,e4s_v3
azure,e8s_v3
azure,e16s_v3
azure,e20s_v3
azure,e32s_v3
azure,e48s_v3
azure,e64s_v3
azure,standard_e16s_v3
azure,standard_e20s_v3
azure,standard_e2s_v3
azure,standard_e32s_v3
azure,standard_e48s_v3
azure,standard_e4s_v3
azure,standard_e64s_v3
azure,standard_e8s_v3
azure,e2s_v3
azure,e4s_v3
azure,e8s_v3
azure,e16s_v3
azure,e20s_v3
azure,e32s_v3
azure,e48s_v3
azure,e64s_v3
azure,e2s_v4
azure,e4s_v4
azure,e8s_v4
azure,e16s_v4
azure,e20s_v4
azure,e32s_v4
azure,e48s_v4
azure,e64s_v4
azure,standard_e16s_v4
azure,standard_e20s_v4
azure,standard_e2s_v4
azure,standard_e32s_v4
azure,standard_e48s_v4
azure,standard_e4s_v4
azure,standard_e64s_v4
azure,standard_e80is_v4
azure,standard_e8s_v4
azure,e2s_v4
azure,e4s_v4
azure,e8s_v4
azure,e16s_v4
azure,e20s_v4
azure,e32s_v4
azure,e48s_v4
azure,e64s_v4
azure,standard_e104is_v5
azure,standard_e16s_v5
azure,standard_e20s_v5
azure,standard_e2s_v5
azure,standard_e32s_v5
azure,standard_e48s_v5
azure,standard_e4s_v5
azure,standard_e64s_v5
azure,standard_e8s_v5
azure,standard_e96s_v5
azure,e2s_v5
azure,e4s_v5
azure,e8s_v5
azure,e16s_v5
azure,e20s_v5
azure,e32s_v5
azure,e48s_v5
azure,e64s_v5
azure,f2s_v2
azure,f4s_v2
azure,f8s_v2
azure,f16s_v2
azure,f32s_v2
azure,f48s_v2
azure,f64s_v2
azure,f72s_v2
azure,standard_f16s_v2
azure,standard_f2s_v2
azure,standard_f32s_v2
azure,standard_f48s_v2
azure,standard_f4s_v2
azure,standard_f64s_v2
azure,standard_f72s_v2
azure,standard_f8s_v2
azure,f2s_v2
azure,f4s_v2
azure,f8s_v2
azure,f16s_v2
azure,f32s_v2
azure,f48s_v2
azure,f64s_v2
azure,f72s_v2
azure,standard_f16s_v2
azure,standard_f2s_v2
azure,standard_f32s_v2
azure,standard_f48s_v2
azure,standard_f4s_v2
azure,standard_f64s_v2
azure,standard_f72s_v2
azure,standard_f8s_v2
azure,f2s_v2
azure,f4s_v2
azure,f8s_v2
azure,f16s_v2
azure,f32s_v2
azure,f48s_v2
azure,f64s_v2
azure,f72s_v2
azure,standard_fx12mds
azure,standard_fx24mds
azure,standard_fx36mds
azure,standard_fx48mds
azure,standard_fx4mds
azure,fx4mds
azure,fx12mds
azure,fx24mds
azure,fx36mds
azure,fx48mds
azure,standard_l16s_v2
azure,standard_l32s_v2
azure,standard_l48s_v2
azure,standard_l64s_v2
azure,standard_l80s_v2
azure,standard_l8s_v2
azure,l8s_v2
azure,l16s_v2
azure,l32s_v2
azure,l48s_v2
azure,l64s_v2
azure,l80s_v2
azure,l8as_v3
azure,l16as_v3
azure,l32as_v3
azure,l48as_v3
azure,l64as_v3
azure,l80as_v3
azure,l8s_v3
azure,l16s_v3
azure,l32s_v3
azure,l48s_v3
azure,l64s_v3
azure,l80s_v3
azure,m32dms_v2
azure,m64ds_v2
azure,m64dms_v2
azure,m128ds_v2
azure,m128dms_v2
azure,m32dms_v2
azure,m64ds_v2
azure,m64dms_v2
azure,m128ds_v2
azure,m32ms_v2
azure,m64s_v2
azure,m64ms_v2
azure,m128ms_v2
azure,m128s_v2
azure,m32ls
azure,m32ts
azure,m64s
azure,m64ls
azure,m128s
azure,m8ms
azure,m8-2ms
azure,m16ms
azure,m16-4ms
azure,m32ts
azure,m32ls
azure,m32ms
azure,m32-16ms
azure,m64ms
azure,m64s
azure,m64m
azure,m64ls
azure,m64-16ms
azure,m128ms
azure,m128s
azure,m128m
azure,m128-32ms
azure,m208ms_v2
azure,m208s_v2
azure,m416ms_v2
azure,m416s_v2
azure,m208ms_v2
azure,m208s_v2
azure,m416s_v2
azure,m32ms_v2
azure,m64s_v2
azure,m64ms_v2
azure,m128s_v2
azure,nv4as_v4
azure,nv8as_v4
azure,nv16as_v4
azure,nv32as_v4
azure,nv12s_v3
azure,nv24s_v3
azure,nv48s_v3
