provider,instance_type,instance_units,instance_vcpu,instance_memory_gb,instance_memory_unit,instance_avg_power_w,instance_avg_power_unit,instance_duration_hours,instance_other_consumption_ratio,instance_usage_location,instance_use_time_ratio,instance_hours_life_time,instance_gwp_embedded,instance_gwp_use,instance_adp_embedded,instance_adp_use,cpu_component_count,cpu_component_keys,cpu_name,cpu_name_status,cpu_name_source,cpu_manufacturer,cpu_manufacturer_status,cpu_manufacturer_source,cpu_family,cpu_family_status,cpu_family_source,cpu_model_range,cpu_model_range_status,cpu_model_range_source,cpu_tdp,cpu_tdp_unit,cpu_tdp_status,cpu_tdp_source,cpu_units,cpu_units_status,cpu_core_units,cpu_core_units_status,cpu_core_units_source,cpu_threads,cpu_threads_status,cpu_threads_source,cpu_die_size,cpu_die_size_unit,cpu_die_size_status,cpu_die_size_source,cpu_avg_power,cpu_avg_power_unit,cpu_avg_power_status,cpu_time_workload,cpu_time_workload_unit,cpu_time_workload_status,cpu_use_time_ratio,cpu_use_time_ratio_unit,cpu_use_time_ratio_status,cpu_hours_life_time,cpu_hours_life_time_unit,cpu_hours_life_time_status,cpu_hours_life_time_source,cpu_power_watt_at_0pct,cpu_power_watt_at_10pct,cpu_power_watt_at_50pct,cpu_power_watt_at_100pct,cpu_avg_power_sum,cpu_gwp_embedded_sum,cpu_gwp_use_sum,cpu_adp_embedded_sum,cpu_adp_use_sum,ram_component_count,ram_component_keys,ram_units,ram_units_status,ram_capacity,ram_capacity_unit,ram_capacity_status,ram_avg_power,ram_avg_power_unit,ram_avg_power_status,ram_time_workload,ram_time_workload_unit,ram_time_workload_status,ram_use_time_ratio,ram_use_time_ratio_unit,ram_use_time_ratio_status,ram_hours_life_time,ram_hours_life_time_unit,ram_hours_life_time_status,ram_hours_life_time_source,ram_avg_power_sum,ram_gwp_embedded_sum,ram_gwp_use_sum,ram_adp_embedded_sum,ram_adp_use_sum,gpu_component_count,gpu_component_keys,component_avg_power_sum_w
aws,g3.16xlarge,,64.0,488.0,GB,440.84593777777775,W,8760.0,0.33,EEE,1.0,52560.0,210.0,1500.0,0.023,0.0002,1,CPU-1,Intel Xeon E5-2686 v4,COMPLETED,fuzzy match,,,,Broadwell,COMPLETED,Completed from name name based on https://www.x86-guide.net/fr/cpu/Intel-Xeon-E5-2686-v4-cpu-no5808.html.,,,,145.0,W,COMPLETED,Completed from name name based on https://www.x86-guide.net/fr/cpu/Intel-Xeon-E5-2686-v4-cpu-no5808.html.,2.0,ARCHETYPE,18.0,COMPLETED,Completed from name name based on https://www.x86-guide.net/fr/cpu/Intel-Xeon-E5-2686-v4-cpu-no5808.html.,36.0,COMPLETED,Completed from name name based on https://www.x86-guide.net/fr/cpu/Intel-Xeon-E5-2686-v4-cpu-no5808.html.,456.0,mm2,COMPLETED,None : Completed from name name based on https://www.x86-guide.net/fr/cpu/Intel-Xeon-E5-2686-v4-cpu-no5808.html.,192.8711111111111,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,17.4,46.4,108.75,147.9,192.8711111111111,5.37,600.0,0.006045,0.00011,1,RAM-1,8.0,ARCHETYPE,64.0,GB,ARCHETYPE,138.59199999999998,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,138.59199999999998,150.0,500.0,0.0063,8e-05,0,,331.46311111111106
aws,g3s.xlarge,,4.0,30.5,GB,27.55287111111111,W,8760.0,0.33,EEE,1.0,52560.0,13.0,90.0,0.0015,1.6e-05,1,CPU-1,Intel Xeon E5-2686 v4,COMPLETED,fuzzy match,,,,Broadwell,COMPLETED,Completed from name name based on https://www.x86-guide.net/fr/cpu/Intel-Xeon-E5-2686-v4-cpu-no5808.html.,,,,145.0,W,COMPLETED,Completed from name name based on https://www.x86-guide.net/fr/cpu/Intel-Xeon-E5-2686-v4-cpu-no5808.html.,2.0,ARCHETYPE,18.0,COMPLETED,Completed from name name based on https://www.x86-guide.net/fr/cpu/Intel-Xeon-E5-2686-v4-cpu-no5808.html.,36.0,COMPLETED,Completed from name name based on https://www.x86-guide.net/fr/cpu/Intel-Xeon-E5-2686-v4-cpu-no5808.html.,456.0,mm2,COMPLETED,None : Completed from name name based on https://www.x86-guide.net/fr/cpu/Intel-Xeon-E5-2686-v4-cpu-no5808.html.,12.054444444444444,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,17.4,46.4,108.75,147.9,12.054444444444444,0.3356,40.0,0.0003778,7e-06,1,RAM-1,8.0,ARCHETYPE,64.0,GB,ARCHETYPE,8.661999999999999,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,8.661999999999999,9.0,29.0,0.00039,5e-06,0,,20.71644444444444
aws,g4ad.xlarge,,4.0,16.0,GB,17.6527575,W,8760.0,0.33,EEE,1.0,52560.0,9.0,60.0,0.00096,1e-05,1,CPU-1,AMD EPYC 7R32,COMPLETED,fuzzy match,AMD,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Rome,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,EPYC,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,280.0,W,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,1.0,ARCHETYPE,48.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,96.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,1304.0,mm2,COMPLETED,Value of cpu_specs https://www.techpowerup.com/cpu-specs/epyc-7552.c2248 : Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,8.72875,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,33.6,89.60000000000001,210.0,285.6,8.72875,0.2419,30.0,0.0001417,5e-06,1,RAM-1,12.0,ARCHETYPE,32.0,GB,ARCHETYPE,4.543999999999999,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,4.543999999999999,5.1,15.0,0.00028,3e-06,0,,13.272749999999998
aws,g4ad.2xlarge,,8.0,32.0,GB,35.305515,W,8760.0,0.33,EEE,1.0,52560.0,18.0,120.0,0.0019,2e-05,1,CPU-1,AMD EPYC 7R32,COMPLETED,fuzzy match,AMD,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Rome,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,EPYC,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,280.0,W,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,1.0,ARCHETYPE,48.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,96.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,1304.0,mm2,COMPLETED,Value of cpu_specs https://www.techpowerup.com/cpu-specs/epyc-7552.c2248 : Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,17.4575,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,33.6,89.60000000000001,210.0,285.6,17.4575,0.4837,60.0,0.0002834,1e-05,1,RAM-1,12.0,ARCHETYPE,32.0,GB,ARCHETYPE,9.087999999999997,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,9.087999999999997,10.0,30.0,0.00055,5e-06,0,,26.545499999999997
aws,g4ad.4xlarge,,16.0,64.0,GB,70.61103,W,8760.0,0.33,EEE,1.0,52560.0,36.0,200.0,0.0039,4e-05,1,CPU-1,AMD EPYC 7R32,COMPLETED,fuzzy match,AMD,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Rome,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,EPYC,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,280.0,W,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,1.0,ARCHETYPE,48.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,96.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,1304.0,mm2,COMPLETED,Value of cpu_specs https://www.techpowerup.com/cpu-specs/epyc-7552.c2248 : Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,34.915,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,33.6,89.60000000000001,210.0,285.6,34.915,0.9675,120.0,0.0005669,2e-05,1,RAM-1,12.0,ARCHETYPE,32.0,GB,ARCHETYPE,18.175999999999995,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,18.175999999999995,21.0,60.0,0.0011,1e-05,0,,53.090999999999994
aws,g4ad.8xlarge,,32.0,128.0,GB,141.22206,W,8760.0,0.33,EEE,1.0,52560.0,72.0,500.0,0.0077,8e-05,1,CPU-1,AMD EPYC 7R32,COMPLETED,fuzzy match,AMD,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Rome,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,EPYC,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,280.0,W,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,1.0,ARCHETYPE,48.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,96.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,1304.0,mm2,COMPLETED,Value of cpu_specs https://www.techpowerup.com/cpu-specs/epyc-7552.c2248 : Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,69.83,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,33.6,89.60000000000001,210.0,285.6,69.83,1.935,230.0,0.001134,4e-05,1,RAM-1,12.0,ARCHETYPE,32.0,GB,ARCHETYPE,36.35199999999999,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,36.35199999999999,41.0,120.0,0.0022,2e-05,0,,106.18199999999999
aws,g4ad.16xlarge,,64.0,256.0,GB,282.44412,W,8760.0,0.33,EEE,1.0,52560.0,140.0,900.0,0.015,0.00016,1,CPU-1,AMD EPYC 7R32,COMPLETED,fuzzy match,AMD,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Rome,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,EPYC,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,280.0,W,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,1.0,ARCHETYPE,48.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,96.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,1304.0,mm2,COMPLETED,Value of cpu_specs https://www.techpowerup.com/cpu-specs/epyc-7552.c2248 : Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,139.66,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,33.6,89.60000000000001,210.0,285.6,139.66,3.87,500.0,0.002268,8e-05,1,RAM-1,12.0,ARCHETYPE,32.0,GB,ARCHETYPE,72.70399999999998,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,72.70399999999998,80.0,240.0,0.0044,4e-05,0,,212.36399999999998
aws,g4dn.xlarge,,4.0,16.0,GB,23.45765333333333,W,8760.0,0.33,EEE,1.0,52560.0,9.0,80.0,0.00111,1.3e-05,1,CPU-1,Intel Xeon Platinum 8259CL,COMPLETED,fuzzy match,Intel,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Cascade Lake,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Xeon Platinum,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,210.0,W,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,2.0,ARCHETYPE,24.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,48.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,834.0,mm2,COMPLETED,Average value of all families with 24 cores,13.093333333333334,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,25.2,67.2,157.5,214.20000000000002,13.093333333333334,0.36,40.0,0.0002834,7e-06,1,RAM-1,12.0,ARCHETYPE,32.0,GB,ARCHETYPE,4.543999999999999,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,4.543999999999999,5.1,15.0,0.00028,3e-06,0,,17.63733333333333
aws,g4dn.2xlarge,,8.0,32.0,GB,46.91530666666666,W,8760.0,0.33,EEE,1.0,52560.0,20.0,160.0,0.0023,3e-05,1,CPU-1,Intel Xeon Platinum 8259CL,COMPLETED,fuzzy match,Intel,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Cascade Lake,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Xeon Platinum,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,210.0,W,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,2.0,ARCHETYPE,24.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,48.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,834.0,mm2,COMPLETED,Average value of all families with 24 cores,26.186666666666667,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,25.2,67.2,157.5,214.20000000000002,26.186666666666667,0.71,90.0,0.0005668,1.5e-05,1,RAM-1,12.0,ARCHETYPE,32.0,GB,ARCHETYPE,9.087999999999997,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,9.087999999999997,10.0,30.0,0.00055,5e-06,0,,35.27466666666666
aws,g4dn.4xlarge,,16.0,64.0,GB,93.83061333333332,W,8760.0,0.33,EEE,1.0,52560.0,36.0,300.0,0.0044,5e-05,1,CPU-1,Intel Xeon Platinum 8259CL,COMPLETED,fuzzy match,Intel,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Cascade Lake,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Xeon Platinum,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,210.0,W,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,2.0,ARCHETYPE,24.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,48.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,834.0,mm2,COMPLETED,Average value of all families with 24 cores,52.373333333333335,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,25.2,67.2,157.5,214.20000000000002,52.373333333333335,1.4,170.0,0.001134,3e-05,1,RAM-1,12.0,ARCHETYPE,32.0,GB,ARCHETYPE,18.175999999999995,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,18.175999999999995,21.0,60.0,0.0011,1e-05,0,,70.54933333333332
aws,g4dn.8xlarge,,32.0,128.0,GB,187.66122666666664,W,8760.0,0.33,EEE,1.0,52560.0,72.0,600.0,0.0088,0.00011,1,CPU-1,Intel Xeon Platinum 8259CL,COMPLETED,fuzzy match,Intel,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Cascade Lake,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Xeon Platinum,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,210.0,W,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,2.0,ARCHETYPE,24.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,48.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,834.0,mm2,COMPLETED,Average value of all families with 24 cores,104.74666666666667,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,25.2,67.2,157.5,214.20000000000002,104.74666666666667,2.8,300.0,0.002267,6e-05,1,RAM-1,12.0,ARCHETYPE,32.0,GB,ARCHETYPE,36.35199999999999,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,36.35199999999999,41.0,120.0,0.0022,2e-05,0,,141.09866666666665
aws,g4dn.12xlarge,,48.0,192.0,GB,281.49184,W,8760.0,0.33,EEE,1.0,52560.0,100.0,900.0,0.0131,0.00016,1,CPU-1,Intel Xeon Platinum 8259CL,COMPLETED,fuzzy match,Intel,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Cascade Lake,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Xeon Platinum,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,210.0,W,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,2.0,ARCHETYPE,24.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,48.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,834.0,mm2,COMPLETED,Average value of all families with 24 cores,157.12,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,25.2,67.2,157.5,214.20000000000002,157.12,4.3,500.0,0.003401,9e-05,1,RAM-1,12.0,ARCHETYPE,32.0,GB,ARCHETYPE,54.52799999999999,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,54.52799999999999,62.0,180.0,0.0033,3e-05,0,,211.648
aws,g4dn.16xlarge,,64.0,256.0,GB,375.32245333333327,W,8760.0,0.33,EEE,1.0,52560.0,140.0,1200.0,0.017,0.0002,1,CPU-1,Intel Xeon Platinum 8259CL,COMPLETED,fuzzy match,Intel,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Cascade Lake,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,Xeon Platinum,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,210.0,W,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,2.0,ARCHETYPE,24.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,48.0,COMPLETED,Completed from name name based on https://docs.google.com/spreadsheets/d/1DqYgQnEDLQVQm5acMAhLgHLD8xXCG9BIrk-_Nv6jF3k/edit#gid=224728652.,834.0,mm2,COMPLETED,Average value of all families with 24 cores,209.49333333333334,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,25.2,67.2,157.5,214.20000000000002,209.49333333333334,5.7,700.0,0.004534,0.00012,1,RAM-1,12.0,ARCHETYPE,32.0,GB,ARCHETYPE,72.70399999999998,W,COMPLETED,50.0,%,ARCHETYPE,1.0,/1,ARCHETYPE,52560.0,hours,COMPLETED,from device,72.70399999999998,80.0,240.0,0.0044,4e-05,0,,282.1973333333333
